 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,1.853,4553.617,196.118,4004,5210,8436.625,4093702.000
2,1.583,12037.004,443.953,11037,13354,19051.631,9244419.000
3,1.583,9246.105,686.415,7812,10902,14634.322,7101009.000
4,1.583,9278.138,515.707,8242,10706,14685.022,7125610.000
5,209.064,9350.398,1528.765,4862,13354,1954830.056,948541774.000
6,1.853,1893.038,166.532,1490,2471,3507.289,1701841.000
7,1.583,12557.368,300.225,11629,13454,19875.241,9644059.000
8,1.583,11140.104,693.799,9434,12599,17632.058,8555600.000
9,1.583,9497.292,428.474,8423,10562,15031.888,7293920.000
10,209.064,9083.929,2290.894,2483,13634,1899120.966,921510064.000
