 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,1.286,1187.125,74.084,953,1427,1526.629,740766
2,1.583,7016.355,280.886,6165,7651,11105.174,5388561
3,1.583,4010.573,400.418,3081,5110,6347.755,3080120
4,1.583,4815.352,302.072,4097,5696,7621.523,3698190
5,183.882,4605.790,1075.520,1784,7937,846921.642,410951609
6,1.286,1132.811,90.021,911,1406,1456.782,706874
7,1.583,6896.078,190.552,6309,7435,10914.804,5296188
8,1.583,4179.341,578.873,3027,5648,6614.874,3209734
9,1.583,5429.799,230.451,4672,6026,8594.044,4170086
10,183.882,4973.905,1110.353,2087,13625,914611.363,443796678
