 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,1.286,1183.409,72.149,986,1417,1521.850,738447.000
2,1.583,4874.432,305.343,3909,5685,7715.033,3743564.000
3,1.583,3146.406,401.103,2380,4198,4979.991,2416440.000
4,1.583,6604.809,709.397,5160,8768,10453.796,5072493.000
5,183.882,4342.843,1066.716,1630,9691,798570.528,387490208.000
6,1.286,1044.492,69.815,847,1253,1343.205,651763.000
7,1.583,5270.046,180.074,4814,5759,8341.192,4047395.000
8,1.583,3701.073,530.001,2612,5098,5857.893,2842424.000
9,1.583,5171.816,376.059,4196,5961,8185.720,3971955.000
10,183.882,4238.501,859.979,1699,10820,779383.845,378180258.000
