 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,5.679,771.699,55.689,572,976,4382.374,765525
2,4.397,1492.999,154.972,1124,1939,6564.032,1146623
3,4.397,1244.970,106.512,966,1497,5473.564,956137
4,4.397,2106.848,368.722,1364,3312,9262.845,1618059
5,509.764,1520.337,281.452,853,3659,775013.620,135381486
6,5.679,574.684,47.741,428,723,3263.557,570087
7,4.397,1249.462,84.574,961,1491,5493.314,959587
8,4.397,1164.309,73.282,941,1429,5118.932,894189
9,4.397,1251.585,86.736,1017,1524,5502.645,961217
10,509.764,1121.853,157.354,528,1684,571880.446,99897631
