measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1915.6094,350.2411,870.5,2378.5,4277.8198,129287
microtubule,2,3,1892.6406,355.5751,1189.5,2667.5,4229.1808,127817
microtubule,3,3,2182.6406,470.8767,1115.5,2838.5,4843.29,146377
microtubule,1,1,352.5,91.8423,219.9375,559.9375,968.9425,29284
microtubule,2,1,391.6094,103.5491,152.9375,597.9375,1051.7613,31787
microtubule,3,1,348.7656,65.0564,221.9375,464.9375,961.0346,29045
microtubule,1,2,1226.3125,213.312,712.875,1639.875,2811.0054,84956
microtubule,2,2,1509.4062,283.0886,721.875,1932.875,3410.4898,103074
microtubule,3,2,1261.4688,261.6922,795.875,2107.875,2885.4529,87206
cytoplasm,1,3,373.2969,61.2945,245.5,523.5,1011.7912,30579
cytoplasm,2,3,404.4844,63.5569,271.5,579.5,1077.8344,32575
cytoplasm,3,3,419.6406,85.8265,282.5,728.5,1109.9296,33545
cytoplasm,1,1,472.5938,113.016,274.9375,708.9375,1223.2552,36970
cytoplasm,2,1,369.9062,71.0587,201.9375,485.9375,1005.8023,30398
cytoplasm,3,1,483.125,93.8496,288.9375,697.9375,1245.5564,37644
cytoplasm,1,2,547.4375,125.0473,377.875,998.875,1373.4076,41508
cytoplasm,2,2,490.7188,84.9428,335.875,773.875,1253.2989,37878
cytoplasm,3,2,664.6406,85.8588,503.875,858.875,1621.599,49009
