measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1537.3438,340.2809,912.6406,2286.6406,3472.2647,104941
microtubule,2,3,1137.1562,266.8095,501.6406,1538.6406,2624.8205,79329
microtubule,3,3,1625.0156,239.7002,1038.6406,2052.6406,3657.9202,110552
microtubule,1,1,430.3125,47.4735,338.9375,515.9375,1137.9549,34392
microtubule,2,1,276.5938,51.6617,155.9375,405.9375,812.4373,24554
microtubule,3,1,368.8906,74.6512,202.9375,535.9375,1007.8869,30461
microtubule,1,2,903.4844,90.746,735.5312,1132.5312,2132.342,64445
microtubule,2,2,794.5156,137.3354,523.5312,1115.5312,1901.5878,57471
microtubule,3,2,995.8125,122.5467,747.5312,1270.5312,2327.8577,70354
cytoplasm,1,3,163.9844,58.8963,97.6406,350.6406,564.0143,17046
cytoplasm,2,3,243.9688,85.0501,85.6406,602.6406,733.3906,22165
cytoplasm,3,3,264.6875,54.4063,156.6406,378.6406,777.265,23491
cytoplasm,1,1,763.4844,93.4767,576.9375,976.9375,1843.4857,55715
cytoplasm,2,1,418.4688,87.6097,220.9375,618.9375,1112.8744,33634
cytoplasm,3,1,572.0156,87.1667,381.9375,740.9375,1438.028,43461
cytoplasm,1,2,869.7344,240.5403,597.5312,1825.5312,2060.8724,62285
cytoplasm,2,2,885.4375,164.9365,607.5312,1328.5312,2094.1256,63290
cytoplasm,3,2,1194.5781,197.385,856.5312,1601.5312,2748.7673,83075
