measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1336.625,325.29,681.8438,1969.8438,3057.377,92402
microtubule,2,3,1119.4531,291.7992,602.8438,1682.8438,2597.49,78503
microtubule,3,3,1228.75,260.5961,700.8438,1573.8438,2828.939,85498
microtubule,1,1,1259.3281,288.7112,698.5938,1966.5938,2917.515,88175
microtubule,2,1,940.0938,266.9173,490.5938,1434.5938,2241.4986,67744
microtubule,3,1,978.4688,179.7992,553.5938,1366.5938,2322.7621,70200
microtubule,1,2,788.0938,207.2703,460.8125,1488.8125,1912.8046,57810
microtubule,2,2,529.3281,111.7922,237.8125,779.8125,1364.8378,41249
microtubule,3,2,540.9844,98.6025,329.8125,731.8125,1389.5213,41995
cytoplasm,1,3,234.2344,36.9842,158.8438,317.8438,722.9349,21849
cytoplasm,2,3,351.6562,98.9996,167.8438,658.8438,971.5896,29364
cytoplasm,3,3,135.7969,45.6774,67.8438,245.8438,514.4819,15549
cytoplasm,1,1,436.9688,54.3471,323.5938,551.5938,1176.072,35544
cytoplasm,2,1,365.0469,42.5873,296.5938,454.5938,1023.769,30941
cytoplasm,3,1,376.3906,46.3723,285.5938,469.5938,1047.7907,31667
cytoplasm,1,2,428.375,85.9776,284.8125,645.8125,1151.0577,34788
cytoplasm,2,2,357.0156,53.0032,248.8125,538.8125,999.9458,30221
cytoplasm,3,2,274.1562,42.183,147.8125,375.8125,824.4813,24918
