measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1609.3594,327.5673,968.2812,2200.2812,3623.4097,109509
microtubule,2,3,1517.7656,243.1173,961.2812,1957.2812,3429.4491,103647
microtubule,3,3,1597.8438,430.2926,482.2812,2285.2812,3599.024,108772
microtubule,1,1,1108.1406,152.6804,757.8906,1439.8906,2577.6704,77904
microtubule,2,1,904.8594,161.267,501.8906,1284.8906,2147.1984,64894
microtubule,3,1,706.5781,216.3938,325.8906,1157.8906,1727.3145,52204
microtubule,1,2,2847.0938,510.0487,1769.9531,3659.9531,6245.153,188745
microtubule,2,2,2427.3125,319.3821,1718.9531,3004.9531,5356.2167,161879
microtubule,3,2,1720.7656,556.7382,614.9531,2706.9531,3860.0204,116660
cytoplasm,1,3,217,41.2216,125.2812,333.2812,674.9245,20398
cytoplasm,2,3,254,44.3966,145.2812,366.2812,753.2764,22766
cytoplasm,3,3,104.4219,36.507,57.2812,200.2812,436.5271,13193
cytoplasm,1,1,330.2031,53.662,219.8906,432.8906,930.296,28116
cytoplasm,2,1,321.6875,37.107,242.8906,411.8906,912.2632,27571
cytoplasm,3,1,179.0469,35.8282,110.8906,266.8906,610.2048,18442
cytoplasm,1,2,732.875,104.221,446.9531,908.9531,1768.0455,53435
cytoplasm,2,2,966.8906,141.5479,696.9531,1249.9531,2263.6012,68412
cytoplasm,3,2,546.25,120.8606,256.9531,790.9531,1372.8451,41491
