measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1558.3125,215.9718,1157.9219,2041.9219,3513.9553,106201
microtubule,2,3,1196.3125,320.0148,543.9219,1893.9219,2747.3776,83033
microtubule,3,3,842.7812,105.0295,607.9219,1057.9219,1998.7335,60407
microtubule,1,1,761.8438,78.1912,587.0312,974.0312,1837.6953,55540
microtubule,2,1,493.2188,86.6492,355.0312,659.0312,1268.8502,38348
microtubule,3,1,288.5,33.1978,190.0312,354.0312,835.3341,25246
microtubule,1,2,561.6562,77.9926,423.0469,801.0469,1403.1535,42407
microtubule,2,2,387,108.1907,189.0469,619.0469,1033.2983,31229
microtubule,3,2,207.2344,28.9761,137.0469,279.0469,652.6234,19724
cytoplasm,1,3,159.5469,88.1655,37.9219,378.9219,551.9042,16680
cytoplasm,2,3,114.8125,28.0918,57.9219,192.9219,457.1739,13817
cytoplasm,3,3,48.9844,23.4357,12.9219,121.9219,317.775,9604
cytoplasm,1,1,225.8281,40.3348,152.0312,318.0312,702.619,21235
cytoplasm,2,1,277.8594,58.5322,151.0312,405.0312,812.8013,24565
cytoplasm,3,1,146.3281,41.5699,75.0312,261.0312,534.2684,16147
cytoplasm,1,2,130.2812,22.9656,73.0469,200.0469,489.6661,14799
cytoplasm,2,2,134.5,21.8479,94.0469,195.0469,498.5998,15069
cytoplasm,3,2,86.3594,21.9443,49.0469,160.0469,396.6563,11988
