measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1637.1562,316.8776,1047.75,2289.75,3683.3978,111322
microtubule,2,3,1496.8594,432.4239,265.75,2300.75,3386.3027,102343
microtubule,3,3,1564.8438,147.3811,1167.75,1847.75,3530.2676,106694
microtubule,1,1,1489.1562,204.3393,1141.7656,2089.7656,3384.7806,102297
microtubule,2,1,1203.9688,263.6456,444.7656,1670.7656,2780.8625,84045
microtubule,3,1,1741.2031,162.5529,1331.7656,2026.7656,3918.5196,118428
microtubule,1,2,757.5,174.7652,520.2656,1324.2656,1834.3534,55439
microtubule,2,2,724.2031,196.4097,318.2656,1138.2656,1763.8434,53308
microtubule,3,2,925.9531,153.5692,593.2656,1295.2656,2191.0728,66220
cytoplasm,1,3,137.2969,32.9029,75.75,227.75,507.2688,15331
cytoplasm,2,3,60.6719,25.2003,24.75,132.75,345.0063,10427
cytoplasm,3,3,120.4219,21.4595,76.75,169.75,471.534,14251
cytoplasm,1,1,217.7344,44.3439,109.7656,300.7656,692.3949,20926
cytoplasm,2,1,172.9531,49.7568,83.7656,268.7656,597.5653,18060
cytoplasm,3,1,424.8594,42.8918,316.7656,531.7656,1131.0065,34182
cytoplasm,1,2,316.125,93.644,184.2656,591.2656,899.6898,27191
cytoplasm,2,2,145,40.1526,70.2656,231.2656,537.3125,16239
cytoplasm,3,2,397.5625,73.7526,253.2656,569.2656,1072.1433,32403
