measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2346.8125,627.2829,1322.7344,3956.7344,5256.0931,158853
microtubule,2,3,2428.5,493.8367,1482.7344,3314.7344,5429.076,164081
microtubule,3,3,1659.4531,324.6917,953.7344,2286.7344,3800.5286,114862
microtubule,1,1,633.7812,161.1559,392.9844,1260.9844,1592.0185,48115
microtubule,2,1,789.6562,126.2542,540.9844,1061.9844,1922.1022,58091
microtubule,3,1,486.0938,104.3667,282.9844,691.9844,1279.2728,38663
microtubule,1,2,557.3125,155.4423,299.625,1043.625,1441.436,43564
microtubule,2,2,743.125,144.8763,468.625,1177.625,1834.9159,55456
microtubule,3,2,473.1406,116.4253,287.625,733.625,1263.1922,38177
cytoplasm,1,3,792.9531,136.0596,477.7344,1048.7344,1965.6127,59406
cytoplasm,2,3,402.9219,84.8318,257.7344,697.7344,1139.6755,34444
cytoplasm,3,3,163.625,73.3507,50.7344,317.7344,632.9361,19129
cytoplasm,1,1,730.0156,126.8159,463.9844,965.9844,1795.8062,54274
cytoplasm,2,1,478.5312,56.1265,309.9844,603.9844,1263.2583,38179
cytoplasm,3,1,383.75,134.0379,182.9844,653.9844,1062.5479,32113
cytoplasm,1,2,870.9688,120.6812,638.625,1110.625,2105.6401,63638
cytoplasm,2,2,663.3594,176.2869,384.625,1225.625,1666.0028,50351
cytoplasm,3,2,560.9531,195.4173,325.625,1058.625,1449.1455,43797
