measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1368.3906,274.3755,931.1562,1858.1562,3117.6299,94223
microtubule,2,3,1266.3594,174.9855,800.1562,1600.1562,2901.5667,87693
microtubule,3,3,965.8281,205.0265,574.1562,1423.1562,2265.1563,68459
microtubule,1,1,883.5781,137.714,594.5156,1169.5156,2094.4565,63300
microtubule,2,1,802.0312,77.0576,647.5156,964.5156,1921.7713,58081
microtubule,3,1,865.1562,106.7859,623.5156,1105.5156,2055.446,62121
microtubule,1,2,334.7812,77.7701,179.6719,502.6719,925.6306,27975
microtubule,2,2,314.8594,47.9285,230.6719,426.6719,883.4437,26700
microtubule,3,2,345.5938,59.122,216.6719,475.6719,948.5274,28667
cytoplasm,1,3,91.9844,24.0182,43.1562,146.1562,414.6891,12533
cytoplasm,2,3,104.8906,45.0619,45.1562,268.1562,442.0197,13359
cytoplasm,3,3,82.0781,27.6935,35.1562,159.1562,393.7115,11899
cytoplasm,1,1,278.3906,72.7694,159.5156,494.5156,812.9006,24568
cytoplasm,2,1,338.6875,64.0507,183.5156,531.5156,940.5863,28427
cytoplasm,3,1,385.0938,42.8363,301.5156,495.5156,1038.857,31397
cytoplasm,1,2,93.7031,21.4883,49.6719,158.6719,415.1193,12546
cytoplasm,2,2,88.5938,16.1347,59.6719,134.6719,404.2996,12219
cytoplasm,3,2,112.5625,25.0156,60.6719,158.6719,455.0562,13753
