measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,889.3125,119.5866,635,1103,2099.2211,63444
microtubule,2,3,891.7812,105.833,671,1067,2104.449,63602
microtubule,3,3,1055.7812,152.7504,656,1373,2451.7383,74098
microtubule,1,1,490.0312,71.0199,381.25,694.25,1263.7547,38194
microtubule,2,1,705.8906,78.8942,503.25,876.25,1720.8623,52009
microtubule,3,1,950.4844,131.09,640.25,1258.25,2238.8185,67663
microtubule,1,2,596.0938,126.7224,393.75,875.75,1480.9429,44758
microtubule,2,2,916.0156,111.8999,653.75,1102.75,2158.4151,65233
microtubule,3,2,1186.1562,260.4715,702.75,1726.75,2730.4698,82522
cytoplasm,1,3,84.125,60.8632,14,299,394.1416,11912
cytoplasm,2,3,46,36.0881,1,186,313.4075,9472
cytoplasm,3,3,91.5469,41.4908,17,174,409.8583,12387
cytoplasm,1,1,239.2656,41.2997,151.25,335.25,732.7289,22145
cytoplasm,2,1,213.2656,66.1162,104.25,394.25,677.6708,20481
cytoplasm,3,1,248.6094,34.0594,175.25,310.25,752.5154,22743
cytoplasm,1,2,576.625,94.1447,377.75,774.75,1439.7155,43512
cytoplasm,2,2,383.4844,106.417,195.75,653.75,1030.7174,31151
cytoplasm,3,2,670.8281,95.6602,455.75,943.75,1639.2017,49541
