measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,700,132.7047,428.2031,912.2031,1702.1347,51443
microtubule,2,3,743,81.8309,553.2031,886.2031,1793.1922,54195
microtubule,3,3,693.0469,64.7528,518.2031,826.2031,1687.4106,50998
microtubule,1,1,337.8438,63.6577,217.8906,496.8906,944.3583,28541
microtubule,2,1,269.0156,53.0975,155.8906,434.8906,798.6067,24136
microtubule,3,1,365.7188,48.1402,238.8906,455.8906,1003.3869,30325
microtubule,1,2,1383.6406,278.3694,1001.1562,2069.1562,3154.1588,95327
microtubule,2,2,1168.9062,165.9225,799.1562,1472.1562,2699.4334,81584
microtubule,3,2,1745.1094,467.4859,1116.1562,3232.1562,3919.6115,118461
cytoplasm,1,3,141.7344,36.6181,69.2031,219.2031,519.9414,15714
cytoplasm,2,3,110.7031,24.4294,67.2031,168.2031,454.229,13728
cytoplasm,3,3,138.0469,44.2669,49.2031,234.2031,512.1327,15478
cytoplasm,1,1,157.125,27.2657,101.8906,219.8906,561.6651,16975
cytoplasm,2,1,143.6406,21.0223,82.8906,198.8906,533.1103,16112
cytoplasm,3,1,134.5781,33.444,83.8906,213.8906,513.9194,15532
cytoplasm,1,2,532.3906,118.4248,351.1562,853.1562,1351.5365,40847
cytoplasm,2,2,552.1875,121.6911,346.1562,836.1562,1393.4588,42114
cytoplasm,3,2,465.625,103.4221,262.1562,663.1562,1210.1525,36574
