measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1670.5469,260.3823,1154.3438,2126.3438,3750.7315,113357
microtubule,2,3,2135.9844,264.1007,1529.3438,2589.3438,4736.3503,143145
microtubule,3,3,1853.8906,372.2025,937.3438,2664.3438,4138.9835,125091
microtubule,1,1,713.6875,77.9394,576.8125,937.8125,1736.182,52472
microtubule,2,1,946.6719,113.6346,687.8125,1135.8125,2229.5539,67383
microtubule,3,1,491.6094,118.9084,255.8125,709.8125,1265.9054,38259
microtubule,1,2,809.25,84.1692,662.0469,1085.0469,1929.5801,58317
microtubule,2,2,834.8906,68.9778,711.0469,1049.0469,1983.8771,59958
microtubule,3,2,963.3906,136.4115,689.0469,1289.0469,2255.991,68182
cytoplasm,1,3,271.2344,68.388,148.3438,464.3438,787.5222,23801
cytoplasm,2,3,219.2656,50.7566,119.3438,327.3438,677.4723,20475
cytoplasm,3,3,214.6875,37.3105,137.3438,319.3438,667.7776,20182
cytoplasm,1,1,181.2344,37.706,94.8125,243.8125,608.6497,18395
cytoplasm,2,1,170.3594,24.3988,114.8125,231.8125,585.6206,17699
cytoplasm,3,1,181.8438,32.6273,114.8125,297.8125,609.9401,18434
cytoplasm,1,2,640.1094,94.2566,440.0469,853.0469,1571.4048,47492
cytoplasm,2,2,790.2344,131.1892,540.0469,1204.0469,1889.3122,57100
cytoplasm,3,2,823.0156,114.8477,560.0469,1149.0469,1958.7304,59198
