 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,8.037,701.671,53.315,501,887,5639.631,985146.000
2,4.397,1705.717,103.246,1401,1975,7499.259,1309991.000
3,4.397,943.206,100.621,709,1245,4146.844,724382.000
4,4.397,1063.984,156.226,782,1509,4677.853,817140.000
5,485.944,1075.595,303.423,584,2341,522678.710,91302938.000
6,8.037,4317.026,320.174,3393,5088,34697.788,6061104.000
7,4.397,4641.961,195.761,4175,5243,20408.579,3565026.000
8,4.397,4325.100,196.982,3603,4842,19015.487,3321677.000
9,4.397,4370.703,248.766,3730,5065,19215.982,3356700.000
10,485.944,4394.904,350.596,3179,5703,2135676.845,373065837.000
