 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,8.037,663.241,51.287,510,851,5330.751,931190
2,4.397,1149.859,148.394,868,1609,5055.406,883092
3,4.397,849.026,114.887,587,1209,3732.779,652052
4,4.397,1279.577,178.262,974,1779,5625.714,982715
5,485.944,1003.569,218.214,514,2070,487678.448,85188997
6,8.037,3153.266,180.270,2610,3743,25344.150,4427185
7,4.397,3355.413,170.516,2952,3962,14752.215,2576957
8,4.397,3230.395,183.111,2718,3793,14202.567,2480943
9,4.397,3279.431,157.406,2837,3707,14418.158,2518603
10,485.944,3252.487,231.871,2368,4756,1580525.981,276090575
