 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,38.245,251.942,17.232,193,312,9635.459,801174.000
2,9.236,897.172,55.930,730,1064,8286.716,689028.000
3,9.236,413.331,37.754,315,553,3817.724,317438.000
4,9.236,739.603,75.025,515,902,6831.332,568015.000
5,394.571,625.141,174.905,268,1064,246662.642,20509629.000
6,38.245,312.773,22.520,241,407,11961.935,994617.000
7,9.236,1640.730,119.011,1232,1935,15154.585,1260081.000
8,9.236,750.449,308.626,430,1635,6931.514,576345.000
9,9.236,635.267,66.413,470,927,5867.634,487885.000
10,394.571,934.235,333.563,352,2231,368622.098,30650375.000
