 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,5.656,1458.595,101.574,1164,1808,8249.769,1441092
2,4.397,7074.585,438.600,5825,8281,31103.712,5433281
3,4.397,3934.987,200.566,3376,4419,17300.338,3022070
4,4.397,4676.184,295.970,3887,5600,20559.040,3591309
5,958.372,4200.447,848.717,1926,8516,4025589.842,703200977
6,5.656,2121.401,102.691,1824,2446,11998.577,2095944
7,4.397,4984.522,211.640,4527,5785,21914.664,3828113
8,4.397,4067.824,371.918,3252,4983,17884.362,3124089
9,4.397,4220.590,155.262,3764,4748,18556.003,3241413
10,958.372,3728.044,621.298,2003,5785,3572852.000,624115500
