measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.9114,582.6334,134.6753,155.5328,780.3765,44.4436,55.2934,2.86,0.5448,120.307,58376.54
microtubule,2,3,2.0554,826.5512,157.8138,498.4987,1259.5388,63.1017,38.542,1.0441,1.7705,108.2639,52532.8458
microtubule,3,3,2.1941,778.0701,198.1406,495.9633,1532.5328,57.8357,43.9896,1.9975,0.9079,110.4288,53583.3265
microtubule,1,2,2.9114,440.0277,144.311,245.3974,789.0536,44.4436,55.2934,2.86,0.5448,112.6545,54663.3145
microtubule,2,2,2.0554,659.6253,94.9614,492.1973,841.0536,63.1017,38.542,1.0441,1.7705,100.5427,48786.2977
microtubule,3,2,2.1941,618.3067,160.8802,400.8314,988.8314,57.8357,43.9896,1.9975,0.9079,102.9273,49943.4026
background,1,3,2.9114,72.9717,39.5869,-4.0356,186.4244,44.716,55.702,2.86,0.5448,52.0342,25248.5293
background,2,3,2.0554,154.1544,109.3554,24.6065,404.0328,63.8734,38.2696,1.0441,1.7705,44.5203,21602.5938
background,3,3,2.1941,80.4291,42.5939,-2.4672,199.9703,57.6541,43.4448,1.9975,0.9079,39.9788,19398.9167
background,1,2,2.9114,157.5415,58.0015,45.0692,292.9052,44.716,55.702,2.86,0.5448,74.8135,36301.7158
background,2,2,2.0554,458.8344,202.985,261.6184,926.1195,63.8734,38.2696,1.0441,1.7705,81.5076,39549.9187
background,3,2,2.1941,310.3421,70.7451,171.0536,461.7203,57.6541,43.4448,1.9975,0.9079,71.8281,34853.1389
