measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.6521,2669.5012,699.1745,1504.2418,4350.2418,32.5042,50.3906,0.3178,2.633,369.7379,179407.862
microtubule,2,3,2.3453,3344.7851,1019.1925,1473.4593,5039.6514,44.8975,51.0715,0.5902,2.2698,405.8964,196953.038
microtubule,3,3,2.196,2817.4298,779.5336,1334.69,4449.065,49.982,49.4826,0.2724,2.1791,322.0088,156248.25
microtubule,1,2,2.6521,142.0555,39.2646,55.6624,236.1797,32.5042,50.3906,0.3178,2.633,49.3135,23928.3621
microtubule,2,2,2.3453,135.0693,34.2947,34.9515,203.0765,44.8975,51.0715,0.5902,2.2698,43.5355,21124.702
microtubule,3,2,2.196,110.115,38.299,12.24,215.49,49.982,49.4826,0.2724,2.1791,37.7298,18307.625
background,1,3,2.6521,578.2555,150.0002,365.8624,1161.69,32.141,50.4814,0.3178,2.633,115.4594,56024.3622
background,2,3,2.3453,386.1426,84.2841,262.5361,666.69,44.3982,51.0261,0.5902,2.2698,82.734,40144.9902
background,3,3,2.196,201.4068,62.2949,82.44,367.315,50.4814,49.4826,0.2724,2.1791,57.8347,28063.125
background,1,2,2.6521,151.9368,36.7624,69.0417,245.5245,32.141,50.4814,0.3178,2.633,50.515,24511.3621
background,2,2,2.3453,140.72,34.8734,76.9515,285.7208,44.3982,51.0261,0.5902,2.2698,44.1527,21424.1924
background,3,2,2.196,155.4747,43.9302,43.49,258.74,50.4814,49.4826,0.2724,2.1791,42.3104,20530.25
