measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.5438,6433.0762,1357.3677,4245.4619,8838.3344,59.3338,49.8004,1.4527,2.0883,797.8285,387130.171
microtubule,2,3,2.7287,9476.4477,3060.6376,2463.3188,16024.3188,17.4324,33.6845,1.9521,1.9067,1236.4098,599942.863
microtubule,3,3,1.7059,7320.3925,2192.196,2923.7785,11732.4819,24.4689,45.2607,0.7264,1.5435,617.2001,299483.873
microtubule,1,2,2.5438,226.1272,44.3671,130.6989,344.4336,59.3338,49.8004,1.4527,2.0883,54.9424,26659.6989
microtubule,2,2,2.7287,562.3838,290.9633,106.4132,1494.7616,17.4324,33.6845,1.9521,1.9067,101.0701,49042.2086
microtubule,3,2,1.7059,350.8976,127.3598,144.2858,581.5988,24.4689,45.2607,0.7264,1.5435,47.6205,23106.892
background,1,3,2.5438,338.6796,40.845,258.5535,433.6964,60.2871,50.4814,1.4527,2.0883,81.9191,39749.5666
background,2,3,2.7287,742.1925,277.2164,355.8688,1332.4555,17.2054,34.1839,1.9521,1.9067,138.3948,67153.293
background,3,3,1.7059,660.247,127.6576,399.7149,887.3188,24.3327,45.8055,0.7264,1.5435,81.8956,39738.1993
background,1,2,2.5438,113.6947,28.6607,51.2091,176.6479,60.2871,50.4814,1.4527,2.0883,41.735,20251.046
background,2,2,2.7287,99.7263,44.2104,29.0132,194.2899,17.2054,34.1839,1.9521,1.9067,42.9077,20820.0983
background,3,2,1.7059,142.6052,29.4068,85.0752,207.9589,24.3327,45.8055,0.7264,1.5435,30.8792,14983.4875
