measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.1123,3341.1011,814.5424,1670.6644,5352.7567,31.3693,2.7238,2.0883,0.3178,361.406,175364.961
microtubule,2,3,2.5398,2270.3538,503.6158,1482.8442,3169.7281,25.74,18.3404,1.0441,2.3152,303.3888,147213.296
microtubule,3,3,2.3987,3710.5561,1479.7478,1922.6092,6827.6644,29.4172,13.8915,1.1803,2.0883,447.6975,217236.154
microtubule,1,2,2.1123,138.1078,40.081,33.4036,226.0138,31.3693,2.7238,2.0883,0.3178,36.4411,17682.2884
microtubule,2,2,2.5398,117.5157,33.442,30.237,236.6012,25.74,18.3404,1.0441,2.3152,40.8548,19823.9697
microtubule,3,2,2.3987,164.3479,29.5273,105.3185,257.7268,29.4172,13.8915,1.1803,2.0883,43.9164,21309.5383
background,1,3,2.1123,125.3049,105.869,-27.3356,356.1519,30.4159,3.5864,2.0883,0.3178,43.2924,21006.7437
background,2,3,2.5398,195.3986,74.0889,79.6644,456.5745,26.194,18.2496,1.0441,2.3152,59.6436,28940.8492
background,3,3,2.3987,332.0173,152.7283,174.8709,828.4881,29.735,13.0289,1.1803,2.0883,71.7084,34795.0577
background,1,2,2.1123,129.2506,33.2547,56.8311,199.8791,30.4159,3.5864,2.0883,0.3178,35.5649,17257.1406
background,2,2,2.5398,104.8968,31.2174,36.7268,188.598,26.194,18.2496,1.0441,2.3152,39.3725,19104.6892
background,3,2,2.3987,177.3627,33.1039,110.279,275.9521,29.735,13.0289,1.1803,2.0883,45.3648,22012.3374
