measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.4029,2430.6472,709.8265,1345.3826,3485.3121,57.0185,24.4689,1.8159,1.5889,412.6392,200224.809
microtubule,2,3,2.1925,4824.9821,1256.8228,2516.4471,7947.5577,17.7956,21.8359,2.1791,0.227,616.2192,299007.888
microtubule,3,3,1.9369,7068.0495,2238.4483,1771.5582,10901.6329,20.474,27.4651,1.9521,0,756.738,367191.843
microtubule,1,2,2.4029,1755.6782,401.3709,1180.2095,2420.494,57.0185,24.4689,1.8159,1.5889,229.6333,111424.931
microtubule,2,2,2.1925,2264.2332,393.9723,1435.2536,3036.5868,17.7956,21.8359,2.1791,0.227,259.7264,126027.001
microtubule,3,2,1.9369,2774.2396,580.1684,1495.8091,3592.2536,20.474,27.4651,1.9521,0,279.4704,135607.385
background,1,3,2.4029,977.9669,847.2314,-16.8804,2610.138,56.383,24.3781,1.8159,1.5889,250.974,121780.077
background,2,3,2.1925,680.0592,776.594,41.1137,3027.4468,17.7502,22.1537,2.1791,0.227,197.6521,95906.6667
background,3,3,1.9369,1474.0188,457.8842,821.8191,2754.7803,20.474,27.8283,1.9521,0,249.4787,121054.491
background,1,2,2.4029,1486.6894,453.7749,930.2515,2330.5961,56.383,24.3781,1.8159,1.5889,199.6982,96899.5323
background,2,2,2.1925,796.6481,293.791,525.5869,1676.8091,17.7502,22.1537,2.1791,0.227,111.5252,54115.3333
background,3,2,1.9369,767.2607,52.5869,697.6851,907.4345,20.474,27.8283,1.9521,0,97.4802,47300.3155
