measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.1724,3800.2824,928.6063,1959.058,5543.558,14.9356,31.4147,0.9533,1.9521,415.0631,201400.997
microtubule,2,3,1.526,2939.8311,365.9832,2401.3971,3670.2716,7.2635,23.6064,1.4073,0.5902,234.4086,113742.057
microtubule,3,3,2.0103,3078.7051,585.5524,2308.8927,4465.9218,9.5334,20.02,1.8159,0.8625,314.2617,152489.118
microtubule,1,2,2.1724,104.4422,67.3074,-19.7699,258.5595,14.9356,31.4147,0.9533,1.9521,45.9493,22295.9506
microtubule,2,2,1.526,125.6281,53.7174,-12.0495,216.5318,7.2635,23.6064,1.4073,0.5902,34.3491,16667.1859
microtubule,3,2,2.0103,108.8607,34.3299,13.4228,193.1728,9.5334,20.02,1.8159,0.8625,42.6081,20674.7046
background,1,3,2.1724,112.8226,79.0619,7.9642,281.3952,15.0264,32.3226,0.9533,1.9521,42.6921,20715.4635
background,2,3,1.526,396.3404,109.5423,178.8192,578.6151,6.6733,23.5156,1.4073,0.5902,50.9447,24719.8823
background,3,3,2.0103,514.692,162.6357,248.308,977.558,9.8965,20.2924,1.8159,0.8625,76.4762,37108.529
background,1,2,2.1724,27.1224,34.1536,-49.7855,105.7561,15.0264,32.3226,0.9533,1.9521,38.1413,18507.2799
background,2,2,1.526,97.154,29.3179,45.0768,155.7896,6.6733,23.5156,1.4073,0.5902,32.2952,15670.5918
background,3,2,2.0103,170.1853,33.3686,111.5013,263.5178,9.8965,20.2924,1.8159,0.8625,48.2953,23434.3121
