measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.5215,2661.9239,303.0419,2174.0905,3293.3737,47.122,37.5432,0.9987,2.3152,343.9404,166890.135
microtubule,2,3,2.1828,3589.11,512.1166,2308.0268,4433.2856,39.8131,51.4347,1.5435,1.5435,389.2982,188899.077
microtubule,3,3,2.1658,4089.7474,1557.7111,1811.0268,6833.3256,55.6566,47.9845,1.8159,1.1803,439.8541,213430.312
microtubule,1,2,2.5215,1938.9559,212.8488,1539.3318,2480.5359,47.122,37.5432,0.9987,2.3152,263.0829,127655.667
microtubule,2,2,2.1828,2833.6926,331.6051,1930.3828,3414.8047,39.8131,51.4347,1.5435,1.5435,316.5123,153581.178
microtubule,3,2,2.1658,2548.4837,842.5976,1261.3828,3828.6538,55.6566,47.9845,1.8159,1.1803,287.711,139605.945
background,1,3,2.5215,259.0225,30.9178,180.6792,330.6518,47.6668,37.4524,0.9987,2.3152,61.6713,29924.7526
background,2,3,2.1828,1102.3681,338.2076,672.4955,1823.9643,39.7223,51.7979,1.5435,1.5435,138.1793,67048.7239
background,3,3,2.1658,1200.3669,358.1827,744.8115,1971.2211,55.702,48.3931,1.8159,1.1803,148.0755,71850.6665
background,1,2,2.5215,830.7788,49.4653,732.6175,945.761,47.6668,37.4524,0.9987,2.3152,132.9052,64489.5721
background,2,2,2.1828,1038.7861,154.2061,785.3828,1395.1883,39.7223,51.7979,1.5435,1.5435,135.2571,65630.7601
background,3,2,2.1658,1008.5856,209.1668,665.605,1460.2508,55.702,48.3931,1.8159,1.1803,132.2073,64150.9375
