measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.5812,3157.2299,869.6699,1615.4392,5565.5832,27.6013,26.3302,1.4527,2.1337,420.485,204031.863
microtubule,2,3,2.4125,4313.3618,1687.4833,1900.0732,9078.8181,43.3994,45.1699,2.2698,0.8171,520.1491,252391.819
microtubule,3,3,1.971,3572.3439,1019.32,1759.8972,5125.5979,28.3277,51.2077,1.2257,1.5435,356.6306,173047.808
microtubule,1,2,2.5812,180.0996,40.5457,105.3919,267.0408,27.6013,26.3302,1.4527,2.1337,48.9295,23742.0674
microtubule,2,2,2.4125,433.8344,43.422,311.6333,527.755,43.3994,45.1699,2.2698,0.8171,73.7926,35806.3637
microtubule,3,2,1.971,144.8294,26.3738,85.4507,207.7536,28.3277,51.2077,1.2257,1.5435,33.9207,16459.3338
background,1,3,2.5812,312.0868,43.5498,213.6163,488.2731,27.2381,26.2394,1.4527,2.1337,80.4022,39013.5616
background,2,3,2.4125,307.2342,66.2775,199.9002,493.4332,43.581,45.7147,2.2698,0.8171,74.3172,36060.932
background,3,3,1.971,234.352,40.8756,141.1991,323.0135,28.7362,51.3439,1.2257,1.5435,53.9459,26176.161
background,1,2,2.5812,87.5764,48.0171,-2.1885,185.522,27.2381,26.2394,1.4527,2.1337,37.8701,18375.7204
background,2,2,2.4125,281.3341,32.3375,216.1021,383.4147,43.581,45.7147,2.2698,0.8171,56.8212,27571.3473
background,3,2,1.971,145.5544,29.7277,98.199,204.6579,28.7362,51.3439,1.2257,1.5435,33.9864,16491.2369
