measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,3.083,4587.181,1102.5651,2671.7573,6429.6828,63.0563,36.1813,0.7264,2.9962,689.9121,334765.909
microtubule,2,3,2.9456,2484.43,394.1518,1843.4209,3795.5012,42.6731,52.161,1.2257,2.6784,373.9039,181429.298
microtubule,3,3,2.6443,5242.8802,1224.1619,3195.5012,7068.5691,29.5534,32.2318,2.5876,0.5448,669.6525,324935.359
microtubule,1,2,3.083,1528.2079,299.308,937.6943,2040.2028,63.0563,36.1813,0.7264,2.9962,255.5816,124015.789
microtubule,2,2,2.9456,986.4563,154.9446,650.8471,1573.8776,42.6731,52.161,1.2257,2.6784,170.7813,82868.1929
microtubule,3,2,2.6443,2129.2686,698.7239,1004.8776,3685.7052,29.5534,32.2318,2.5876,0.5448,291.6249,141505.068
background,1,3,3.083,659.07,118.4323,409.4977,939.6898,63.2379,35.909,0.7264,2.9962,131.3321,63726.2494
background,2,3,2.9456,213.2443,38.6978,136.1366,335.8334,42.3099,52.2518,1.2257,2.6784,64.9817,31531.0446
background,3,3,2.6443,1061.4502,443.5264,494.1427,2562.7461,29.4172,32.0048,2.5876,0.5448,161.2246,78230.9933
background,1,2,3.083,247.3442,36.5816,187.4157,329.4278,63.2379,35.909,0.7264,2.9962,73.4419,35636.1972
background,2,2,2.9456,173.9837,33.8897,90.9605,265.6967,42.3099,52.2518,1.2257,2.6784,60.2704,29245.0046
background,3,2,2.6443,409.4907,143.1217,141.8776,854.4816,29.4172,32.0048,2.5876,0.5448,82.5138,40038.1707
