measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.5764,1105.3779,252.8264,730.1717,1612.9233,32.9128,13.9369,2.4968,0.6356,162.2926,78749.2164
microtubule,2,3,2.8205,1781.8084,772.3314,536.0844,3199.8264,13.4829,42.0375,2.8146,0.1816,264.108,128153.064
microtubule,3,3,2.948,2217.3234,733.6614,1125.1367,3666.8044,23.561,29.9166,2.9054,0.4994,335.9225,162999.581
microtubule,1,2,2.5764,98.1612,28.0874,48.5335,163.8576,32.9128,13.9369,2.4968,0.6356,36.8767,17893.6931
microtubule,2,2,2.8205,58.132,31.7578,-20.3508,134.9073,13.4829,42.0375,2.8146,0.1816,34.8586,16914.4193
microtubule,3,2,2.948,170.2336,35.0192,72.8764,252.4125,23.561,29.9166,2.9054,0.4994,51.7663,25118.5706
background,1,3,2.5764,168.3487,27.4036,121.6617,248.2862,33.0489,13.5737,2.4968,0.6356,50.2886,24401.5236
background,2,3,2.8205,161.0696,54.239,73.2135,276.9231,13.3013,42.4915,2.8146,0.1816,53.6787,26046.5162
background,3,3,2.948,377.4115,202.4626,173.58,1148.4027,23.0616,30.3705,2.9054,0.4994,85.6613,41565.3945
background,1,2,2.5764,86.5962,29.5239,13.4316,153.6492,33.0489,13.5737,2.4968,0.6356,35.4944,17222.9245
background,2,2,2.8205,60.3829,32.1223,-0.3508,160.2299,13.3013,42.4915,2.8146,0.1816,35.1508,17056.2258
background,3,2,2.948,166.3944,42.3968,94.8627,274.2696,23.0616,30.3705,2.9054,0.4994,51.2441,24865.1846
