measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.4555,2186.433,320.2705,1790.4936,2893.9936,57.2455,53.8407,1.4527,0.09079,169.3043,82151.5
microtubule,2,3,1.7629,2624.2156,458.3342,1864.4728,3725.9936,59.0614,53.5684,1.4527,0.9987,241.306,117088.881
microtubule,3,3,2.3884,1960.9712,434.1586,1032.0655,2631.5554,49.8458,24.2873,2.3606,0.3632,251.9524,122254.79
microtubule,1,2,1.4555,88.5245,26.6213,27.3616,135.9241,57.2455,53.8407,1.4527,0.09079,21.5359,10449.875
microtubule,2,2,1.7629,151.5611,24.6765,103.6183,221.0838,59.0614,53.5684,1.4527,0.9987,31.3006,15187.9783
microtubule,3,2,2.3884,77.3892,32.6297,1.1578,154.6096,49.8458,24.2873,2.3606,0.3632,34.0014,16498.4884
background,1,3,1.4555,273.3421,78.7493,149.8061,435.9936,57.2001,54.2039,1.4527,0.09079,39.1969,19019.5
background,2,3,1.7629,304.4373,53.7116,188.9936,443.6175,59.1068,54.1131,1.4527,0.9987,50.0747,24297.7463
background,3,3,2.3884,69.5375,85.2973,-40.7209,314.4849,48.9379,22.1537,2.3606,0.3632,41.4595,20117.3709
background,1,2,1.4555,37.5643,27.3147,-35.1384,80.8616,57.2001,54.2039,1.4527,0.09079,18.0702,8768.1875
background,2,2,1.7629,95.2015,26.7684,42.4888,148.6782,59.1068,54.1131,1.4527,0.9987,26.6546,12933.5977
background,3,2,2.3884,13.5775,18.3706,-23.8322,62.8452,48.9379,22.1537,2.3606,0.3632,26.9,13052.6593
