measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.6568,3488.6654,1209.1821,1884.0036,6518.8872,54.8849,28.2823,2.5422,0.7717,480.1726,232994.026
microtubule,2,3,1.7287,2598.8911,1677.0671,1060.6422,7540.4316,31.7324,16.7969,0.8625,1.4981,240.5972,116744.921
microtubule,3,3,2.0789,3104.7657,1600.8863,1248.029,6865.9316,24.4235,45.9417,1.0895,1.7705,338.9501,164468.704
microtubule,1,2,2.6568,311.0364,42.9025,208.5386,455.3636,54.8849,28.2823,2.5422,0.7717,70.9362,34420.3701
microtubule,2,2,1.7287,317.2641,46.4081,228.4162,406.1399,31.7324,16.7969,0.8625,1.4981,46.6091,22616.1185
microtubule,3,2,2.0789,242.61,37.3732,163.5744,318.237,24.4235,45.9417,1.0895,1.7705,48.9388,23746.5813
background,1,3,2.6568,534.719,68.9093,398.9316,682.9777,54.7487,28.0099,2.5422,0.7717,114.9089,55757.2451
background,2,3,1.7287,304.4275,105.6284,133.1158,550.1553,31.2785,16.8423,0.8625,1.4981,56.1813,27260.8419
background,3,3,2.0789,389.2298,86.3316,225.3749,632.9316,24.015,45.7601,1.0895,1.7705,75.9197,36838.5131
background,1,2,2.6568,205.0498,73.7173,80.0785,376.7442,54.7487,28.0099,2.5422,0.7717,57.8307,28061.1703
background,2,2,1.7287,108.2695,56.4692,4.5741,246.4162,31.2785,16.8423,0.8625,1.4981,29.8113,14465.3289
background,3,2,2.0789,270.7044,50.684,178.444,394.5791,24.015,45.7601,1.0895,1.7705,51.6601,25067.0159
