measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.2424,2533.0655,851.3677,1272.6797,4116.52,60.6049,33.4575,2.0883,0.8171,292.867,142107.797
microtubule,2,3,2.7483,4049.6627,1574.572,1976.5881,7294.9096,58.789,26.4664,1.4073,2.3606,556.9376,270242.693
microtubule,3,3,2.5071,7069.0459,1907.0821,4076.9096,10848.9096,37.9972,14.7086,2.4968,0.227,851.5051,413175.635
microtubule,1,2,2.2424,1147.8208,176.6849,783.1968,1490.1614,60.6049,33.4575,2.0883,0.8171,143.7753,69764.0779
microtubule,2,2,2.7483,1731.7686,382.827,1123.2914,2262.5497,58.789,26.4664,1.4073,2.3606,252.8951,122712.221
microtubule,3,2,2.5071,1149.4775,121.78,827.5392,1435.5392,37.9972,14.7086,2.4968,0.227,161.2196,78228.5453
background,1,3,2.2424,253.0495,57.163,150.0604,382.6064,60.3325,33.8207,2.0883,0.8171,57.9251,28106.9969
background,2,3,2.7483,627.9438,173.1959,320.9787,1070.4096,59.1976,26.4664,1.4073,2.3606,119.7291,58096.1184
background,3,3,2.5071,631.6271,51.1464,537.4323,731.7505,38.3604,14.3,2.4968,0.227,108.5675,52680.1816
background,1,2,2.2424,1076.0043,288.8774,404.525,1413.9757,60.3325,33.8207,2.0883,0.8171,136.3751,66173.2568
background,2,2,2.7483,1376.1636,336.1147,886.1867,2024.07,59.1976,26.4664,1.4073,2.3606,207.4578,100664.715
background,3,2,2.5071,830.4093,161.6027,649.8574,1198.2438,38.3604,14.3,2.4968,0.227,124.3962,60360.7277
