measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.5133,3618.5124,473.853,2682.1304,4567.5298,12.7111,28.1007,2.3606,0.8625,458.565,222509.394
microtubule,2,3,1.853,3078.2856,673.3069,1832.2993,4538.1304,21.0642,22.3353,1.5889,0.9533,297.1634,144192.52
microtubule,3,3,1.9287,4369.6229,862.4813,3397.2097,6416.6812,17.4778,31.2785,1.7251,0.8625,418.6742,203153.176
microtubule,1,2,2.5133,1310.72,134.0605,1048.9053,1585.5879,12.7111,28.1007,2.3606,0.8625,180.1044,87392.0334
microtubule,2,2,1.853,618.7435,163.2239,365.6929,947.8035,21.0642,22.3353,1.5889,0.9533,75.183,36481.0117
microtubule,3,2,1.9287,2013.0719,344.3855,1602.6174,2874.8238,17.4778,31.2785,1.7251,0.8625,200.5354,97305.7258
background,1,3,2.5133,1140.1731,204.1481,789.3122,1717.209,12.8927,27.9191,2.3606,0.8625,172.5417,83722.3915
background,2,3,1.853,324.2776,70.875,178.812,515.8804,21.155,22.0175,1.5889,0.9533,58.7849,28524.1827
background,3,3,1.9287,1053.4284,186.6364,747.4263,1471.6837,17.614,31.7778,1.7251,0.8625,124.8003,60556.8121
background,1,2,2.5133,578.6031,75.8358,435.0148,779.348,12.8927,27.9191,2.3606,0.8625,95.6114,46393.4863
background,2,2,1.853,148.8803,32.4719,64.7595,218.148,21.155,22.0175,1.5889,0.9533,34.513,16746.7555
background,3,2,1.9287,715.522,76.4215,580.8283,904.2183,17.614,31.7778,1.7251,0.8625,85.5493,41511.0841
