measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.9973,1035.1987,596.0401,305.1137,3208.0807,33.0036,55.7928,2.1791,2.0429,182.0964,88358.5773
microtubule,2,3,3.3864,1108.0739,546.6907,299.5411,2278.8376,41.9013,35.9997,2.9508,1.6343,217.9713,105766.154
microtubule,3,3,2.8552,1101.8872,652.7918,191.0656,2807.5869,43.3087,33.9115,2.6784,1.0441,182.7387,88670.2821
microtubule,1,2,2.9973,235.5804,48.2605,150.9488,374.206,33.0036,55.7928,2.1791,2.0429,70.8741,34390.2405
microtubule,2,2,3.3864,128.5335,29.9808,49.4227,195.071,41.9013,35.9997,2.9508,1.6343,63.6281,30874.2647
microtubule,3,2,2.8552,143.9434,49.0234,37.2119,317.2133,43.3087,33.9115,2.6784,1.0441,55.6141,26985.6149
background,1,3,2.9973,88.4306,36.1278,14.7639,185.8456,32.6858,56.383,2.1791,2.0429,51.3676,24925.11
background,2,3,3.3864,71.2516,36.472,15.2658,179.9473,41.3112,36.5445,2.9508,1.6343,55.5771,26967.6598
background,3,3,2.8552,79.3959,35.1363,9.7583,171.863,43.581,34.547,2.6784,1.0441,47.876,23230.8392
background,1,2,2.9973,181.2254,32.2984,108.8873,255.0128,32.6858,56.383,2.1791,2.0429,63.3689,30748.4541
background,2,2,3.3864,181.4514,47.9145,100.3388,325.7496,41.3112,36.5445,2.9508,1.6343,71.9165,34896.0263
background,3,2,2.8552,148.347,37.3047,67.8721,220.7434,43.581,34.547,2.6784,1.0441,56.1949,27267.4434
