measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.9659,2627.2883,568.2462,1490.4431,4034.6621,56.4284,28.2823,0,2.9508,407.7668,197860.6
microtubule,2,3,2.785,2031.3007,973.9079,362.002,4219.7568,21.6089,32.8674,2.0429,1.8613,306.9016,148917.816
microtubule,3,3,1.7997,1123.3093,614.0822,497.9337,2546.4893,40.9934,21.3365,1.2257,1.3165,126.2294,61250.2667
microtubule,1,2,2.9659,6367.961,896.7562,4229.6289,7985.9248,56.4284,28.2823,0,2.9508,935.1812,453777.784
microtubule,2,2,2.785,2299.0459,941.5001,768.3935,4150.0986,21.6089,32.8674,2.0429,1.8613,358.5999,174003.368
microtubule,3,2,1.7997,3962.5194,862.0059,3187.8733,6039.6069,40.9934,21.3365,1.2257,1.3165,377.6956,183269.156
background,1,3,2.9659,410.4238,254.1394,207.3337,1327.7218,56.8823,28.8724,0,2.9508,106.2333,51547.5453
background,2,3,2.785,365.5137,216.0831,121.4737,1015.601,21.4273,33.2305,2.0429,1.8613,94.0565,45639.023
background,3,3,1.7997,457.8085,430.9276,185.7337,1991.7337,40.6756,21.2004,1.2257,1.3165,69.9972,33964.7333
background,1,2,2.9659,2175.4963,520.6713,1252.3178,3014.6613,56.8823,28.8724,0,2.9508,364.9304,177075.118
background,2,2,2.785,725.0321,392.8551,246.1264,1660.6457,21.4273,33.2305,2.0429,1.8613,157.4811,76414.5081
background,3,2,1.7997,2836.2625,592.6692,2375.1845,4950.8735,40.6756,21.2004,1.2257,1.3165,282.5313,137092.622
