measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.14,2654.6175,861.7519,1099.6194,4036.6116,39.2229,38.3604,2.1337,0.3178,290.958,141181.502
microtubule,2,3,1.6287,2281.8728,604.1253,1170.5832,3411.0398,27.4197,38.088,1.2257,1.0895,195.8574,95035.8521
microtubule,3,3,1.4285,2774.2225,1126.9449,767.8416,4643.8494,33.7299,47.3036,1.1349,0.8625,201.8597,97948.3619
microtubule,1,2,2.14,302.0863,57.355,185.9606,418.3449,39.2229,38.3604,2.1337,0.3178,57.6723,27984.3286
microtubule,2,2,1.6287,179.7701,28.0376,116.4128,233.3758,27.4197,38.088,1.2257,1.0895,35.1288,17045.5555
microtubule,3,2,1.4285,505.7323,62.3338,414.1123,640.7905,33.7299,47.3036,1.1349,0.8625,51.8783,25172.8915
background,1,3,2.14,952.0992,367.2507,445.8867,1663.497,39.3137,38.8144,2.1337,0.3178,122.5412,59460.6247
background,2,3,1.6287,632.6492,170.5407,387.8301,1045.3362,27.2381,38.4058,1.2257,1.0895,70.0999,34014.5804
background,3,3,1.4285,340.3647,56.4677,256.7575,482.8422,33.0943,47.349,1.1349,0.8625,41.3514,20064.9119
background,1,2,2.14,333.777,52.7208,214.5525,447.4453,39.3137,38.8144,2.1337,0.3178,60.8072,29505.4813
background,2,2,1.6287,144.7495,45.9637,31.0918,232.1905,27.2381,38.4058,1.2257,1.0895,32.4584,15749.79
background,3,2,1.4285,394.5824,61.287,293.196,594.0795,33.0943,47.349,1.1349,0.8625,44.5482,21616.0951
