measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.3923,4411.536,999.6827,2178.708,6537.0527,18.1134,39.1321,1.9975,1.3165,524.8126,254654.715
microtubule,2,3,2.3802,4805.8382,1315.325,2432.3359,6951.9448,25.967,29.962,1.9521,1.3619,558.1621,270836.899
microtubule,3,3,2.2698,4001.3276,956.1815,2442.708,6440.9482,40.5394,42.4461,1.3619,1.8159,452.5415,219586.602
microtubule,1,2,2.3923,611.8316,76.4489,476.8508,774.8508,18.1134,39.1321,1.9975,1.3165,95.4825,46330.9643
microtubule,2,2,2.3802,839.4135,110.459,628.1163,1050.8508,25.967,29.962,1.9521,1.3619,118.5723,57534.8239
microtubule,3,2,2.2698,897.3684,196.5509,606.4108,1350.8508,40.5394,42.4461,1.3619,1.8159,120.1892,58319.3997
background,1,3,2.3923,471.4464,77.8407,283.708,604.1703,17.7956,38.9052,1.9975,1.3165,86.33,41889.8758
background,2,3,2.3802,576.9707,74.452,442.7746,740.1932,25.7854,29.5988,1.9521,1.3619,96.2573,46706.9215
background,3,3,2.2698,655.3158,91.3653,469.388,819.708,40.8572,42.7185,1.3619,1.8159,100.8594,48939.9999
background,1,2,2.3923,226.3073,83.4427,118.2606,460.0626,17.7956,38.9052,1.9975,1.3165,52.5785,25512.6503
background,2,2,2.3802,283.7301,71.3841,113.7561,461.802,25.7854,29.5988,1.9521,1.3619,57.8769,28083.6049
background,3,2,2.2698,523.9073,93.2295,330.8508,782.6908,40.8572,42.7185,1.3619,1.8159,80.9367,39272.8799
