measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.4807,1371.3418,422.6337,735.761,2439.5841,64.736,59.6061,2.0429,1.4073,188.6162,91522.1802
microtubule,2,3,2.9213,2402.4535,879.2896,842.0172,4609.1217,41.9013,43.0363,2.4514,1.5889,357.0543,173253.36
microtubule,3,3,3.3214,1699.7138,395.8989,1037.0804,2534.3343,52.5242,17.3416,0.5902,3.2686,299.3212,145239.548
microtubule,1,2,2.4807,1356.216,576.2378,583.1704,2715.6201,64.736,59.6061,2.0429,1.4073,187.6117,91034.7649
microtubule,2,2,2.9213,1147.7366,603.286,305.2319,2400.1264,41.9013,43.0363,2.4514,1.5889,189.8362,92114.1909
microtubule,3,2,3.3214,2325.274,643.8256,1155.1171,3720.7109,52.5242,17.3416,0.5902,3.2686,395.7017,192006.229
background,1,3,2.4807,166.463,55.0609,54.4635,288.0172,65.4169,59.5153,2.0429,1.4073,49.562,24048.9669
background,2,3,2.9213,486.1447,140.2791,155.5172,929.0172,41.6744,43.354,2.4514,1.5889,100.351,48693.2871
background,3,3,3.3214,211.3466,41.5069,110.7106,301.7722,52.9782,17.2508,0.5902,3.2686,72.3376,35100.3729
background,1,2,2.4807,289.6207,95.946,121.3452,494.2204,65.4169,59.5153,2.0429,1.4073,64.5167,31305.429
background,2,2,2.9213,312.7904,94.4785,132.6753,537.2724,41.6744,43.354,2.4514,1.5889,77.9892,37842.6865
background,3,2,3.3214,505.2989,74.2626,358.3767,684.2695,52.9782,17.2508,0.5902,3.2686,118.1462,57328.0714
