measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.6972,5904.5412,1424.1454,3337.9997,7873.8996,62.8747,25.6039,1.9521,1.8613,765.8258,371601.504
microtubule,2,3,2.4719,2588.2734,592.0173,1578.8742,3818.7424,59.243,36.3175,1.7705,1.7251,326.1135,158239.985
microtubule,3,3,2.2479,7197.3692,894.9942,5567.1667,8907.5558,49.1649,44.035,1.6343,1.5435,786.8344,381795.505
microtubule,1,2,2.6972,2068.598,414.1493,1289.5169,2864.7585,62.8747,25.6039,1.9521,1.8613,296.7405,143987.35
microtubule,2,2,2.4719,1215.5233,193.8634,914.0022,1747.7348,59.243,36.3175,1.7705,1.7251,175.3175,85069.2968
microtubule,3,2,2.2479,6972.8504,386.8077,6354.9289,7573.8088,49.1649,44.035,1.6343,1.5435,767.6901,372506.123
background,1,3,2.6972,516.8308,48.6083,417.2427,662.9609,62.4661,25.9216,1.9521,1.8613,99.6206,48338.8815
background,2,3,2.4719,194.6827,75.8861,96.94,430.9462,59.243,35.5458,1.7705,1.7251,54.8039,26592.4918
background,3,3,2.2479,928.5232,169.158,732.8372,1298.5941,49.4826,44.3528,1.6343,1.5435,127.9484,62084.3628
background,1,2,2.6972,606.2878,80.9916,440.8947,804.3192,62.4661,25.9216,1.9521,1.8613,115.9219,56248.7382
background,2,2,2.4719,928.8034,99.307,663.3088,1137.8232,59.243,35.5458,1.7705,1.7251,142.8183,69299.7039
background,3,2,2.2479,3611.1676,134.1627,3315.2248,3907.8088,49.4826,44.3528,1.6343,1.5435,414.361,201060.3
