measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.928,6203.1276,1005.7653,4373.5872,8419.0872,59.1068,38.4966,2.9054,0.3632,867.311,420845.125
microtubule,2,3,2.4099,5179.9174,1049.8991,3605.2664,6977.0779,55.1572,41.5382,2.406,0.1362,606.6648,294371.83
microtubule,3,3,2.0584,5222.1173,853.2888,3980.7205,7316.18,60.3779,30.4159,1.5435,1.3619,520.7891,252702.384
microtubule,1,2,2.928,690.0073,155.0251,445.5804,979.2054,59.1068,38.4966,2.9054,0.3632,124.9053,60607.75
microtubule,2,2,2.4099,640.6716,149.6001,327.7691,1023.2219,55.1572,41.5382,2.406,0.1362,98.277,47686.9246
microtubule,3,2,2.0584,468.6218,131.0718,229.8471,636.3211,60.3779,30.4159,1.5435,1.3619,67.407,32707.9035
background,1,3,2.928,1625.1314,499.6361,1089.5872,3493.0872,59.4699,39.0413,2.9054,0.3632,254.0557,123275.375
background,2,3,2.4099,1523.381,258.3201,1203.0872,2209.691,55.248,41.2658,2.406,0.1362,199.7381,96918.8629
background,3,3,2.0584,1250.0212,276.702,770.5872,2032.5872,60.7411,30.6883,1.5435,1.3619,144.2326,69985.9629
background,1,2,2.928,179.2189,37.35,75.0804,265.0804,59.4699,39.0413,2.9054,0.3632,56.4815,27406.5
background,2,2,2.4099,239.5145,51.8108,148.7361,349.387,55.248,41.2658,2.406,0.1362,53.6332,26024.4435
background,3,2,2.0584,132.1421,37.4574,50.5804,226.5804,60.7411,30.6883,1.5435,1.3619,35.5086,17229.8371
