measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.2207,1922.8138,373.9545,1054.088,2558.3255,29.3718,57.3363,1.4527,1.6797,230.6914,111938.33
microtubule,2,3,1.8718,1843.8416,626.422,932.5273,3041.846,39.2683,52.7512,1.4527,1.1803,186.9452,90711.3657
microtubule,3,3,2.2138,2453.5958,873.0987,965.7115,4280.1707,71.137,25.4677,1.9521,1.0441,285.3853,138477.43
microtubule,1,2,2.2207,119.3236,35.5468,-11.0872,196.9553,29.3718,57.3363,1.4527,1.6797,40.0234,19420.5393
microtubule,2,2,1.8718,42.4842,26.8345,-14.8112,102.2424,39.2683,52.7512,1.4527,1.1803,26.9687,13085.9969
microtubule,3,2,2.2138,87.4692,51.1648,9.7612,223.3555,71.137,25.4677,1.9521,1.0441,36.741,17827.8221
background,1,3,2.2207,210.3105,61.6528,129.5472,364.32,29.6896,57.5633,1.4527,1.6797,54.2283,26313.1645
background,2,3,1.8718,222.2978,105.8207,98.5035,505.0442,39.3137,53.2052,1.4527,1.1803,46.5893,22606.5241
background,3,3,2.2138,489.2692,413.5122,123.1818,1591.2222,71.4547,25.8308,1.9521,1.0441,82.9733,40261.1002
background,1,2,2.2207,98.5412,36.8062,35.9128,184.6438,29.6896,57.5633,1.4527,1.6797,37.8819,18381.4217
background,2,2,1.8718,51.134,30.0942,-17.8147,98.9699,39.3137,53.2052,1.4527,1.1803,27.7174,13449.2922
background,3,2,2.2138,87.3493,30.5233,19.6118,152.6219,71.4547,25.8308,1.9521,1.0441,36.7286,17821.825
