measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.4985,2593.8522,1086.6687,1499.2244,5005.4278,22.5623,47.0766,1.0441,2.2698,375.2479,182081.438
microtubule,2,3,1.9303,2450.047,608.5629,1477.8209,3575.3946,23.7426,51.1169,1.4527,1.2711,281.7975,136736.555
microtubule,3,3,2.3593,5392.5244,1704.8538,2514.398,8678.4478,32.3226,46.7134,2.3152,0.454,660.8347,320656.701
microtubule,1,2,2.4985,1594.4856,516.4232,912.8744,2626.2743,22.5623,47.0766,1.0441,2.2698,217.3861,105482.225
microtubule,2,2,1.9303,1119.676,318.9417,612.1383,1716.8744,23.7426,51.1169,1.4527,1.2711,127.7483,61987.2686
microtubule,3,2,2.3593,1548.9048,371.2553,851.981,2218.0883,32.3226,46.7134,2.3152,0.454,200.7618,97415.6132
background,1,3,2.4985,189.6553,187.4124,-24.9326,658.9112,22.2445,47.0766,1.0441,2.2698,97.7813,47446.4075
background,2,3,1.9303,362.0595,163.3684,59.398,983.398,23.788,51.4347,1.4527,1.2711,92.4616,44865.1064
background,3,3,2.3593,1277.1769,214.451,922.1021,1780.9122,32.4134,46.9858,2.3152,0.454,211.3293,102543.284
background,1,2,2.4985,291.5151,149.5453,117.3744,783.3744,22.2445,47.0766,1.0441,2.2698,67.0113,32515.8792
background,2,2,1.9303,318.1292,54.1258,204.0561,424.9696,23.788,51.4347,1.4527,1.2711,55.0651,26719.2094
background,3,2,2.3593,614.1035,141.7755,375.4166,858.8463,32.4134,46.9858,2.3152,0.454,98.6566,47871.1437
