measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.6603,2646.0499,542.5681,1634.9936,3739.9936,28.9178,41.9467,1.5889,2.1337,365.4009,177303.377
microtubule,2,3,2.103,3139.6547,578.1129,2337.5436,4579.0214,32.2772,45.8055,1.7705,1.1349,334.0419,162087.072
microtubule,3,3,2.4707,4516.7559,622.1403,3450.3269,5729.7548,27.102,31.4601,2.3152,0.8625,546.9922,265416.928
microtubule,1,2,2.6603,1424.3163,239.1378,902.6828,1866.9824,28.9178,41.9467,1.5889,2.1337,215.7287,104678.012
microtubule,2,2,2.103,1399.3726,231.9576,1094.3464,2011.3264,32.2772,45.8055,1.7705,1.1349,166.5714,80825.4196
microtubule,3,2,2.4707,1999.7182,194.2942,1319.6828,2300.3537,27.102,31.4601,2.3152,0.8625,262.9722,127601.945
background,1,3,2.6603,334.0135,49.6231,193.7299,437.6231,28.6001,42.3099,1.5889,2.1337,79.5112,38581.1966
background,2,3,2.103,583.4658,110.7177,425.8513,871.2436,32.2318,45.0791,1.7705,1.1349,86.446,41946.1938
background,3,3,2.4707,606.3046,66.5194,485.0059,737.508,28.0099,30.7337,2.3152,0.8625,103.749,50342.1039
background,1,2,2.6603,331.4478,31.0508,274.7943,426.5184,28.6001,42.3099,1.5889,2.1337,80.5925,39105.9009
background,2,2,2.103,489.007,64.7263,378.1143,631.4328,32.2318,45.0791,1.7705,1.1349,78.3922,38038.239
background,3,2,2.4707,466.2182,61.337,351.9667,614.7589,28.0099,30.7337,2.3152,0.8625,89.1525,43259.4484
