measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.2915,6060.6627,547.099,5177.2459,7264.328,32.9582,15.8889,1.2711,1.9067,752.8036,365282.754
microtubule,2,3,2.0902,3640.9164,636.3963,2152.0233,4672.8377,38.2696,52.161,1.1803,1.7251,459.3804,222905.053
microtubule,3,3,1.7346,3772.3283,665.1391,2650.1505,5069.2557,30.1889,44.5798,1.1803,1.2711,391.7501,190088.831
microtubule,1,2,2.2915,8380.9121,648.343,7320.0582,9634.5611,32.9582,15.8889,1.2711,1.9067,924.1115,448406.414
microtubule,2,2,2.0902,3927.5287,552.6231,2560.0491,4687.7051,38.2696,52.161,1.1803,1.7251,420.2715,203928.267
microtubule,3,2,1.7346,5071.9868,575.3762,4313.1778,6089.6295,30.1889,44.5798,1.1803,1.2711,440.721,213850.938
background,1,3,2.2915,519.8054,433.8381,-37.4467,1429.2557,32.5496,16.1159,1.2711,1.9067,170.4327,82699.0366
background,2,3,2.0902,117.8176,512.5843,-304.266,1605.5885,38.0426,52.4334,1.1803,1.7251,118.1284,57319.4085
background,3,3,1.7346,209.7108,347.6513,-177.085,1164.1143,29.9166,44.4436,1.1803,1.2711,105.4073,51146.7504
background,1,2,2.2915,1845.7161,344.6577,1398.0694,2446.1509,32.5496,16.1159,1.2711,1.9067,237.2307,115111.421
background,2,2,2.0902,1808.5838,397.3515,1190.6295,2826.1399,38.0426,52.4334,1.1803,1.7251,215.0277,104337.853
background,3,2,1.7346,1738.2222,240.2591,1402.6295,2375.9066,29.9166,44.4436,1.1803,1.2711,172.772,83834.1165
