measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,3.6445,4339.4159,1225.8016,1448.3144,6765.3813,60.1509,17.614,3.541,0.8625,775.4959,376293.725
microtubule,2,3,2.8379,3739.8022,751.0137,2189.3034,5353.9873,70.6376,22.2899,2.8146,0.3632,533.6507,258943.221
microtubule,3,3,2.6811,6738.158,1808.9342,4124.8144,10267.9111,57.5179,24.8321,2.3606,1.2711,871.0525,422660.616
microtubule,1,2,3.6445,2375.2029,642.3901,1086.0772,3643.9474,60.1509,17.614,3.541,0.8625,457.8058,222140.989
microtubule,2,2,2.8379,2174.0672,495.1279,1440.6442,2981.1574,70.6376,22.2899,2.8146,0.3632,335.194,162646.117
microtubule,3,2,2.6811,3675.1782,661.5436,2445.7216,4973.7929,57.5179,24.8321,2.3606,1.2711,499.8609,242547.396
background,1,3,3.6445,471.2377,90.7046,330.6347,730.1894,59.9693,18.1588,3.541,0.8625,129.7762,62971.2863
background,2,3,2.8379,488.6312,52.1403,389.7751,612.4199,70.91,22.7439,2.8146,0.3632,104.8334,50868.2733
background,3,3,2.6811,686.7145,72.3164,540.8144,829.559,57.8357,25.2861,2.3606,1.2711,122.7748,59574.0049
background,1,2,3.6445,899.0648,134.7285,611.5244,1196.977,59.9693,18.1588,3.541,0.8625,211.3922,102573.795
background,2,2,2.8379,904.8561,98.1071,726.7216,1245.9302,70.91,22.7439,2.8146,0.3632,167.7898,81416.6106
background,3,2,2.6811,1137.3249,67.8126,956.1114,1267.3113,57.8357,25.2861,2.3606,1.2711,186.0483,90276.1974
