measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.4129,2375.188,611.7353,1255.5901,3625.2505,19.9746,35.1826,2.406,0.1816,298.8524,145012.094
microtubule,2,3,2.7778,1914.2331,567.1416,824.0156,2982.9866,30.2343,46.6226,2.7238,0.5448,284.2286,137916.168
microtubule,3,3,2.2812,1230.5627,470.2305,310.7788,2071.3237,18.5219,30.4159,1.9521,1.1803,161.9438,78579.9772
microtubule,1,2,2.4129,447.8283,144.2759,169.8451,667.0903,19.9746,35.1826,2.406,0.1816,75.7429,36752.7169
microtubule,2,2,2.7778,384.2573,120.5922,175.3971,652.6806,30.2343,46.6226,2.7238,0.5448,78.8413,38256.1614
microtubule,3,2,2.2812,248.3735,142.4028,-6.7776,619.6048,18.5219,30.4159,1.9521,1.1803,50.5713,24538.7072
background,1,3,2.4129,151.617,63.4332,45.8166,362.7788,19.5661,35.8182,2.406,0.1816,51.3968,24939.2643
background,2,3,2.7778,575.1036,157.9086,385.1609,938.6667,30.2343,46.9404,2.7238,0.5448,113.1219,54890.1394
background,3,3,2.2812,119.5536,53.4017,14.3484,251.9548,18.1134,30.7791,1.9521,1.1803,45.1714,21918.516
background,1,2,2.4129,53.1976,32.0616,-32.0417,136.2979,19.5661,35.8182,2.406,0.1816,31.8255,15442.6604
background,2,2,2.7778,129.456,34.9794,73.5234,222.5307,30.2343,46.9404,2.7238,0.5448,46.2842,22458.4805
background,3,2,2.2812,25.281,20.9124,-17.6432,97.5712,18.1134,30.7791,1.9521,1.1803,27.1232,13160.9879
