measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.3606,1268.5361,279.7153,790.2654,2208.9992,31.4147,59.016,0.9079,2.1791,172.0905,83503.4557
microtubule,2,3,2.3347,5979.3281,1445.3159,2576.9992,9886.6887,21.8359,45.2607,1.0441,2.0883,673.679,326889.104
microtubule,3,3,2.0103,7289.9941,559.2805,5821.6769,8260.5549,26.6934,33.0943,0.8625,1.8159,704.542,341864.769
microtubule,1,2,2.3606,395.092,64.8864,264.5079,577.3895,31.4147,59.016,0.9079,2.1791,77.9307,37814.3135
microtubule,2,2,2.3347,1910.3915,383.4551,889.6144,2813.9628,21.8359,45.2607,1.0441,2.0883,238.8485,115896.409
microtubule,3,2,2.0103,3015.5384,299.1955,2348.1598,3479.4223,26.6934,33.0943,0.8625,1.8159,309.1867,150026.578
background,1,3,2.3606,219.3387,37.9724,136.6974,299.9992,31.0061,58.8344,0.9079,2.1791,57.4903,27895.9941
background,2,3,2.3347,598.1102,140.3658,374.7299,890.8627,22.1537,44.9883,1.0441,2.0883,96.9969,47065.77
background,3,3,2.0103,1408.2071,235.9722,993.9765,1868.4992,26.4664,33.1851,0.8625,1.8159,159.0676,77184.3534
background,1,2,2.3606,191.7582,57.4227,62.141,334.2534,31.0061,58.8344,0.9079,2.1791,55.7213,27037.6212
background,2,2,2.3347,568.1524,77.7788,419.4618,710.7874,22.1537,44.9883,1.0441,2.0883,95.0065,46099.9747
background,3,2,2.0103,655.3184,68.7565,518.821,817.6806,26.4664,33.1851,0.8625,1.8159,90.3009,43816.6797
