measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.1979,2153.9097,776.0949,1023.8024,3938.1877,20.5648,21.4727,1.7251,1.3619,252.2666,122407.26
microtubule,2,3,2.6015,2333.0657,372.2757,1638.8024,3136.8024,53.5684,53.6591,1.2711,2.2698,320.016,155281.272
microtubule,3,3,1.9153,3380.1844,865.4803,1551.8024,5183.8024,32.6404,13.8461,0.1816,1.9067,330.0466,160148.428
microtubule,1,2,2.1979,1738.5964,827.314,785.5972,4052.0972,20.5648,21.4727,1.7251,1.3619,203.6828,98832.9591
microtubule,2,2,2.6015,1632.7726,148.311,1362.1402,1952.6807,53.5684,53.6591,1.2711,2.2698,228.4447,110848.176
microtubule,3,2,1.9153,3202.8209,706.4719,1980.5496,4386.2637,32.6404,13.8461,0.1816,1.9067,308.4984,149692.62
background,1,3,2.1979,703.2584,276.5191,256.8024,1243.0368,20.8372,21.6089,1.7251,1.3619,105.7753,51325.3438
background,2,3,2.6015,1148.774,231.9286,839.4753,1836.558,53.5684,54.1131,1.2711,2.2698,178.4564,86592.3539
background,3,3,1.9153,452.4757,84.8536,311.8976,722.8024,32.2318,13.7553,0.1816,1.9067,70.5994,34256.9522
background,1,2,2.1979,806.3361,120.6692,522.5972,1120.5972,20.8372,21.6089,1.7251,1.3619,109.5403,53152.2084
background,2,2,2.6015,1151.8718,141.8645,906.9339,1470.9025,53.5684,54.1131,1.2711,2.2698,170.9622,82955.9294
background,3,2,1.9153,2339.162,1729.8535,1259.2638,7527.9307,32.2318,13.7553,0.1816,1.9067,231.9629,112555.286
