measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.2942,-1050.7328,582.979,-1881.8964,-131.4248,36.0905,39.9947,2.0429,1.0441,198.67,96400.6146
microtubule,2,3,2.9438,-983.4176,220.925,-1461.895,-560.5522,31.8232,33.0489,1.3165,2.633,261.3142,126797.432
microtubule,3,3,2.5178,-623.0313,598.5989,-1472.1114,661.1546,7.9899,45.1245,1.0895,2.2698,263.313,127767.332
microtubule,1,2,2.2942,6557.1467,1910.7024,4397.2221,10183.6904,36.0905,39.9947,2.0429,1.0441,746.6753,362309.098
microtubule,2,2,2.9438,2603.2447,385.7066,1868.883,3469.2165,31.8232,33.0489,1.3165,2.633,409.9013,198896.326
microtubule,3,2,2.5178,2096.4719,689.5659,848.0772,3648.2426,7.9899,45.1245,1.0895,2.2698,289.3088,140381.243
background,1,3,2.2942,-2566.7817,29.7355,-2625.3979,-2501.4143,35.682,39.7223,2.0429,1.0441,36.2016,17566.0744
background,2,3,2.9438,-2486.3467,66.9649,-2598.0891,-2253.8748,32.2318,33.4121,1.3165,2.633,56.8887,27604.1106
background,3,3,2.5178,-1951.1686,107.4087,-2124.0933,-1707.3908,7.6721,44.8521,1.0895,2.2698,110.0337,53391.6428
background,1,2,2.2942,1925.9075,95.0563,1654.9186,2115.9611,35.682,39.7223,2.0429,1.0441,250.3652,121484.663
background,2,2,2.9438,384.7838,66.0283,281.015,573.5715,32.2318,33.4121,1.3165,2.633,108.1506,52477.9067
background,3,2,2.5178,503.5899,146.2267,168.4491,772.102,7.6721,44.8521,1.0895,2.2698,105.4755,51179.8511
