measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.2355,1810.5311,548.0727,915.3265,3093.2061,46.0779,34.0023,1.9521,1.0895,211.6642,102705.777
microtubule,2,3,2.4552,2484.1621,514.9095,774.4156,3550.7489,49.8458,34.2293,0.1362,2.4514,309.1856,150026.056
microtubule,3,3,2.1064,1704.7886,359.3529,1088.5177,2352.1378,48.3931,31.1423,1.6797,1.2711,188.722,91573.5317
microtubule,1,2,2.2355,-181.1268,25.0164,-226.3453,-105.609,46.0779,34.0023,1.9521,1.0895,29.9705,14542.5585
microtubule,2,2,2.4552,-190.2729,28.4766,-248.2558,-134.3113,49.8458,34.2293,0.1362,2.4514,31.9308,15493.7778
microtubule,3,2,2.1064,-187.7251,21.7572,-229.167,-141.6434,48.3931,31.1423,1.6797,1.2711,27.5331,13359.8855
background,1,3,2.2355,84.7085,24.2364,36.835,138.9112,46.441,34.4109,1.9521,1.0895,33.8286,16414.6443
background,2,3,2.4552,122.2802,55.6489,42.9711,303.4156,49.3918,34.0931,0.1362,2.4514,41.4702,20122.5555
background,3,3,2.1064,773.5022,167.7662,533.1566,1484.4156,48.2115,30.9607,1.6797,1.2711,98.5164,47803.0699
background,1,2,2.2355,-203.0914,21.2689,-244.8862,-133.3049,46.441,34.4109,1.9521,1.0895,27.7071,13444.3285
background,2,2,2.4552,-214.4103,23.701,-287.3113,-168.8113,49.3918,34.0931,0.1362,2.4514,29.1949,14166.2222
background,3,2,2.1064,-198.4845,22.1643,-239.978,-124.978,48.2115,30.9607,1.6797,1.2711,26.4909,12854.1966
