measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.3593,1538.7198,363.3431,543.1256,2470.3209,65.5077,16.3429,0.454,2.3152,196.4543,95325.4917
microtubule,2,3,1.9542,1486.1099,625.4948,912.7756,3109.92,63.7373,22.6077,1.6797,0.9987,158.3236,76823.307
microtubule,3,3,2.3715,1737.4322,479.9938,1039.5487,2756.818,43.2179,48.4385,0.227,2.3606,218.159,105857.25
microtubule,1,2,2.3593,1999.0899,149.3854,1740.9308,2398.1305,65.5077,16.3429,0.454,2.3152,259.0841,125715.336
microtubule,2,2,1.9542,2387.7348,194.5024,2010.0721,2802.0663,63.7373,22.6077,1.6797,0.9987,250.3305,121467.825
microtubule,3,2,2.3715,2492.749,182.2295,2182.3138,2910.3717,43.2179,48.4385,0.227,2.3606,313.0048,151879.269
background,1,3,2.3593,163.4685,52.6183,99.2573,394.0516,65.0992,16.7515,0.454,2.3152,46.2403,22437.1745
background,2,3,1.9542,190.7203,42.7326,129.8812,287.4479,63.8734,23.0162,1.6797,0.9987,40.8593,19826.1673
background,3,3,2.3715,143.8705,37.8088,80.741,234.5102,43.6718,48.5293,0.227,2.3606,44.0997,21398.4808
background,1,2,2.3593,2242.2079,153.7047,1917.8131,2539.1942,65.0992,16.7515,0.454,2.3152,285.6391,138600.591
background,2,2,1.9542,2364.7863,200.0883,2027.2958,2775.6459,63.8734,23.0162,1.6797,0.9987,248.2496,120458.094
background,3,2,2.3715,2620.7443,175.3688,2328.8717,3090.3524,43.6718,48.5293,0.227,2.3606,326.9853,158663.019
