measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.2617,4699.592,648.575,3113.522,6356.9238,40.1763,23.788,0.4086,2.2244,524.2617,254387.385
microtubule,2,3,2.0589,5697.9206,1618.9083,2201.8633,9610.019,44.3982,22.7892,0.4994,1.9975,567.5055,275370.565
microtubule,3,3,1.7095,5785.2575,659.6244,4157.604,6842.6006,39.6769,26.0124,0.3178,1.6797,488.1656,236872.485
microtubule,1,2,2.2617,591.7014,82.4528,426.7504,766.912,40.1763,23.788,0.4086,2.2244,83.8515,40687.2594
microtubule,2,2,2.0589,707.8249,219.4383,330.8379,1249.8295,44.3982,22.7892,0.4994,1.9975,86.6393,42039.9931
microtubule,3,2,1.7095,815.5211,121.3791,529.9196,1015.7105,39.6769,26.0124,0.3178,1.6797,82.1111,39842.7556
background,1,3,2.2617,1055.0189,293.625,663.604,1778.3108,40.6302,23.7426,0.4086,2.2244,141.1994,68514.1609
background,2,3,2.0589,659.4501,111.2841,439.369,869.5463,43.9442,22.7439,0.4994,1.9975,89.8562,43600.9194
background,3,3,1.7095,1958.1261,675.0271,928.5804,3691.6145,39.5407,26.648,0.3178,1.6797,180.5626,87614.3623
background,1,2,2.2617,249.244,29.9005,191.6944,310.0196,40.6302,23.7426,0.4086,2.2244,47.8576,23221.9324
background,2,2,2.0589,151.3273,29.075,64.77,195.9253,43.9442,22.7439,0.4994,1.9975,33.8831,16441.102
background,3,2,1.7095,347.556,71.6239,215.5657,459.6419,39.5407,26.648,0.3178,1.6797,44.4987,21592.1149
