measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,3.087,2002.6839,873.3943,675.2513,4090.3311,22.3807,45.0791,1.4527,2.7238,325.488,157936.468
microtubule,2,3,2.3272,856.248,257.5932,251.7496,1450.3552,16.3883,38.2242,0.8171,2.1791,122.4367,59409.9166
microtubule,3,3,2.5812,2225.8864,283.4828,1709.002,3262.7496,30.4613,41.3112,2.3606,1.0441,300.2782,145703.932
microtubule,1,2,3.087,625.2816,150.2598,410.3736,1000.2318,22.3807,45.0791,1.4527,2.7238,153.137,74306.6537
microtubule,2,2,2.3272,810.9799,86.9383,620.8684,975.3736,16.3883,38.2242,0.8171,2.1791,135.3081,65655.5292
microtubule,3,2,2.5812,1303.8052,88.5991,1052.4539,1515.4601,30.4613,41.3112,2.3606,1.0441,209.8285,101815.035
background,1,3,3.087,60.4091,52.4467,-30.368,199.3551,23.0616,45.3515,1.4527,2.7238,49.2952,23919.5053
background,2,3,2.3272,121.9066,35.021,16.7911,207.7496,16.7515,38.315,0.8171,2.1791,43.7404,21224.1625
background,3,3,2.5812,156.4842,62.4879,81.3612,354.9745,30.8699,41.7198,2.3606,1.0441,52.9205,25678.604
background,1,2,3.087,613.9204,78.942,440.7092,812.3736,23.0616,45.3515,1.4527,2.7238,151.5215,73522.7266
background,2,2,2.3272,851.7969,99.6966,665.0933,1033.7473,16.7515,38.315,0.8171,2.1791,139.6823,67778.0104
background,3,2,2.5812,285.1381,167.6083,141.2767,747.4318,30.8699,41.7198,2.3606,1.0441,88.0662,42732.343
