measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,3.1337,3012.5814,700.1168,1695.7827,4458.7905,46.2594,37.5886,1.9521,2.4514,498.1947,241738.907
microtubule,2,3,2.2166,2480.2984,1426.99,391.0255,5526.4687,45.8963,24.5597,1.8159,1.2711,301.0048,146056.499
microtubule,3,3,2.1913,2518.0143,820.3762,1319.2622,4033.7485,55.5204,38.6328,0.4994,2.1337,298.7934,144983.451
microtubule,1,2,3.1337,382.0884,98.8334,234.0548,666.3459,46.2594,37.5886,1.9521,2.4514,95.8561,46512.2528
microtubule,2,2,2.2166,272.6275,121.8328,119.855,608.6276,45.8963,24.5597,1.8159,1.2711,57.1894,27749.9942
microtubule,3,2,2.1913,199.6862,85.0985,88.2713,424.6276,55.5204,38.6328,0.4994,2.1337,48.6798,23620.8693
background,1,3,3.1337,333.8748,69.7609,181.4762,527.6095,46.9858,39.1321,1.9521,2.4514,111.7603,54229.447
background,2,3,2.2166,275.838,175.2867,115.4424,756.1539,46.5318,24.7867,1.8159,1.2711,73.8485,35833.4783
background,3,3,2.1913,686.0332,205.0762,451.1788,1296.1736,55.248,38.6328,0.4994,2.1337,113.7943,55216.3749
background,1,2,3.1337,306.6251,112.0637,108.6141,534.4597,46.9858,39.1321,1.9521,2.4514,84.9697,41229.824
background,2,2,2.2166,102.4705,65.6156,13.5139,298.4964,46.5318,24.7867,1.8159,1.2711,39.6557,19242.1428
background,3,2,2.1913,159.3585,40.9362,88.786,233.3798,55.248,38.6328,0.4994,2.1337,44.6074,21644.8156
