measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.1913,710.2296,130.8585,492.0826,944.9177,46.3502,20.3378,1.4073,1.6797,90.837,44076.832
microtubule,2,3,1.2523,807.8354,160.3614,552.4983,1190.9728,33.5029,23.2886,0.9079,0.8625,59.5942,28916.8572
microtubule,3,3,2.0589,692.7518,259.5456,346.7227,1194.1469,35.1826,18.7943,0.4994,1.9975,83.6187,40574.2738
microtubule,1,2,2.1913,1877.5201,137.794,1563.709,2146.5943,46.3502,20.3378,1.4073,1.6797,220.6879,107084.332
microtubule,2,2,1.2523,2135.908,708.5666,1344.6052,3340.2482,33.5029,23.2886,0.9079,0.8625,146.0539,70869.6892
microtubule,3,2,2.0589,1838.1529,168.6301,1481.8238,2183.819,35.1826,18.7943,0.4994,1.9975,203.4443,98717.256
background,1,3,2.1913,72.1621,23.5558,21.8343,125.8352,46.8496,20.2924,1.4073,1.6797,26.403,12811.5238
background,2,3,1.2523,81.0108,41.6145,11.233,182.7024,32.822,23.4248,0.9079,0.8625,16.1551,7838.9439
background,3,3,2.0589,219.5219,74.2974,121.6424,471.2024,35.6366,18.6581,0.4994,1.9975,38.7563,18805.6992
background,1,2,2.1913,1239.5114,170.9393,929.1256,1569.5492,46.8496,20.2924,1.4073,1.6797,156.2598,75821.9034
background,2,2,1.2523,1413.6406,224.729,1054.1256,1766.1256,32.822,23.4248,0.9079,0.8625,102.8872,49923.9341
background,3,2,2.0589,2034.8045,295.8123,1476.4455,2654.2767,35.6366,18.6581,0.4994,1.9975,222.087,107763.229
