measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.7696,5869.1121,1185.8728,3344.9915,8520.1883,30.2343,29.1448,2.7692,0.0454,781.1157,379020.59
microtubule,2,3,2.2263,2801.1797,630.7749,1506.0792,3810.5653,32.1864,45.6239,0.7717,2.0883,313.8001,152265.146
microtubule,3,3,1.7907,5876.7264,1113.208,2601.8768,7612.639,18.0226,31.3239,1.5435,0.9079,504.5733,244833.983
microtubule,1,2,2.7696,3682.8947,798.2891,2049.6652,5190.7799,30.2343,29.1448,2.7692,0.0454,502.4387,243798.229
microtubule,2,2,2.2263,954.2165,192.166,631.7131,1340.7705,32.1864,45.6239,0.7717,2.0883,124.0187,60177.5671
microtubule,3,2,1.7907,3814.9523,560.0035,2802.7328,4800.6589,18.0226,31.3239,1.5435,0.9079,335.0402,162571.486
background,1,3,2.7696,3929.1954,1182.7614,2599.7784,6693.1268,29.962,29.5988,2.7692,0.0454,533.2437,258745.751
background,2,3,2.2263,1310.8832,366.9927,801.8768,2138.6778,32.0502,45.3515,0.7717,2.0883,160.234,77750.3217
background,3,3,1.7907,497.2585,254.6059,237.4685,1295.8768,17.3416,31.5509,1.5435,0.9079,61.1159,29655.2672
background,1,2,2.7696,5041.0277,277.42,4054.6652,5621.9152,29.962,29.5988,2.7692,0.0454,675.9735,328002.474
background,2,2,2.2263,660.365,52.6432,479.1881,751.1652,32.0502,45.3515,0.7717,2.0883,93.7391,45484.9898
background,3,2,1.7907,474.6315,214.6935,252.0321,966.6553,17.3416,31.5509,1.5435,0.9079,59.6803,28958.6507
