measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.96,6200.2913,381.9731,5635.2293,7002.7532,51.2531,23.3794,0.454,1.9067,585.3789,284043.29
microtubule,2,3,1.7884,3415.6846,406.2096,2752.762,4813.762,33.8207,21.6997,0.7264,1.6343,302.6131,146836.905
microtubule,3,3,1.8958,4237.5518,721.539,2971.2723,5302.762,31.7324,32.368,0.5448,1.8159,398.1412,193189.96
microtubule,1,2,1.96,6110.0879,206.9524,5716.4859,6513.8883,51.2531,23.3794,0.454,1.9067,588.5917,285602.237
microtubule,2,2,1.7884,1368.6661,207.3243,1067.341,1852.3055,33.8207,21.6997,0.7264,1.6343,144.2235,69981.5245
microtubule,3,2,1.8958,2675.5042,441.7967,2013.2845,3376.4954,31.7324,32.368,0.5448,1.8159,270.8494,131424.177
background,1,3,1.96,839.392,102.3297,635.0692,1084.762,50.9807,22.9708,0.454,1.9067,99.2596,48163.7188
background,2,3,1.7884,573.0257,93.2257,446.8803,811.6101,33.5937,21.6543,0.7264,1.6343,68.2781,33130.5463
background,3,3,1.8958,304.6685,68.174,211.2858,511.762,31.2785,32.141,0.5448,1.8159,49.6177,24075.9796
background,1,2,1.96,1338.0583,118.672,1139.7359,1710.128,50.9807,22.9708,0.454,1.9067,155.8703,75632.9353
background,2,2,1.7884,387.3029,61.3315,304.3529,539.128,33.5937,21.6543,0.7264,1.6343,63.3246,30726.9941
background,3,2,1.8958,534.9299,41.1259,453.0328,619.128,31.2785,32.141,0.5448,1.8159,81.1564,39379.483
