measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.0674,1421.7868,485.7221,478.6581,2041.9515,39.8131,31.9594,2.0429,0.3178,158.0965,76713.1346
microtubule,2,3,1.7959,2657.1201,460.7437,1830.2974,3642.0724,34.6832,26.2848,1.7251,0.4994,242.2948,117568.634
microtubule,3,3,2.2397,1982.0268,273.0347,1425.5924,2430.8373,56.8369,44.5798,0.681,2.1337,225.9171,109621.719
microtubule,1,2,2.0674,638.5089,242.5488,382.7977,1267.345,39.8131,31.9594,2.0429,0.3178,86.2508,41851.472
microtubule,2,2,1.7959,1255.5822,288.3803,697.852,1754.037,34.6832,26.2848,1.7251,0.4994,127.3803,61808.7374
microtubule,3,2,2.2397,847.6736,144.5899,541.052,1201.0432,56.8369,44.5798,0.681,2.1337,113.3094,54981.0824
background,1,3,2.0674,91.1777,23.0906,32.9483,130.5546,39.6769,33.1397,2.0429,0.3178,29.212,14174.5114
background,2,3,1.7959,674.3795,328.8331,314.3011,1903.5924,34.7286,26.6934,1.7251,0.4994,74.761,36276.2712
background,3,3,2.2397,642.1501,321.982,209.6208,1189.078,56.5192,44.716,0.681,2.1337,87.8509,42627.8826
background,1,2,2.0674,174.7645,52.5435,95.5303,304.6777,39.6769,33.1397,2.0429,0.3178,41.3319,20055.4868
background,2,2,1.7959,545.2728,94.6074,365.5208,756.277,34.7286,26.6934,1.7251,0.4994,67.362,32686.0511
background,3,2,2.2397,479.3591,75.1736,372.2505,666.3939,56.5192,44.716,0.681,2.1337,75.3568,36565.3539
