measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.8223,1090.5757,419.6822,386.3395,2189.7667,43.6264,25.3769,0.5448,2.7692,174.5352,84689.699
microtubule,2,3,2.7423,1753.2259,534.9311,895.2948,3127.7948,49.528,42.7185,0.9079,2.5876,252.2986,122422.8
microtubule,3,3,2.644,1604.037,533.8955,735.2948,2824.2294,28.7362,23.4248,2.5422,0.7264,225.8864,109606.791
microtubule,1,2,2.8223,320.0901,47.4857,241.1939,453.7257,43.6264,25.3769,0.5448,2.7692,67.5081,32756.9336
microtubule,2,2,2.7423,205.9798,27.7497,133.3888,268.9055,49.528,42.7185,0.9079,2.5876,51.0197,24756.3
microtubule,3,2,2.644,429.5537,93.7995,309.8879,756.5371,28.7362,23.4248,2.5422,0.7264,76.5317,37135.4781
background,1,3,2.8223,48.1072,27.7124,-11.1162,104.5393,44.8067,24.9683,0.5448,2.7692,39.1859,19014.1811
background,2,3,2.7423,81.8948,22.1199,45.2448,140.8115,50.0728,42.5369,0.9079,2.5876,42.1895,20471.6
background,3,3,2.644,237.1718,71.7709,92.2948,417.6349,29.0994,23.0162,2.5422,0.7264,59.6867,28961.7432
background,1,2,2.8223,114.9844,68.6108,17.2044,279.0493,44.8067,24.9683,0.5448,2.7692,40.8781,19835.2742
background,2,2,2.7423,84.9852,32.658,21.2388,172.0555,50.0728,42.5369,0.9079,2.5876,35.8091,17375.6334
background,3,2,2.644,169.6597,29.7443,115.593,240.8962,29.0994,23.0162,2.5422,0.7264,44.9307,21801.7325
