measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.9068,5148.1694,718.6058,3802.1819,6672.1741,55.8836,24.4235,0.7264,2.8146,725.6442,352104.188
microtubule,2,3,2.6189,3412.357,591.8875,2367.7847,4459.2366,32.9582,26.5118,1.4527,2.1791,447.601,217189.33
microtubule,3,3,2.6471,2850.6753,906.1891,1299.0452,4831.0544,34.1839,42.6277,2.4514,0.9987,379.3051,184050.11
microtubule,1,2,2.9068,2496.7244,310.022,1831.7931,3110.6681,55.8836,24.4235,0.7264,2.8146,370.6502,179850.531
microtubule,2,2,2.6189,1645.2856,321.9083,1033.7492,2327.7931,32.9582,26.5118,1.4527,2.1791,232.9083,113014.06
microtubule,3,2,2.6471,937.7094,415.9958,343.0618,1880.7575,34.1839,42.6277,2.4514,0.9987,146.8728,71267.0641
background,1,3,2.9068,878.2681,701.3655,371.1819,3281.9788,56.2922,24.4689,0.7264,2.8146,153.6604,74560.6016
background,2,3,2.6189,589.2393,351.2796,308.4233,1869.1152,32.6858,26.875,1.4527,2.1791,104.3328,50625.3887
background,3,3,2.6471,482.8309,456.1273,132.8941,2007.7776,34.2747,43.1725,2.4514,0.9987,91.3944,44347.2927
background,1,2,2.9068,456.4952,272.7885,211.1681,1492.629,56.2922,24.4689,0.7264,2.8146,97.3469,47235.6328
background,2,2,2.6189,350.432,72.6794,244.7491,593.6052,32.6858,26.875,1.4527,2.1791,75.4646,36617.6921
background,3,2,2.6471,171.9518,110.4789,41.1915,562.5125,34.2747,43.1725,2.4514,0.9987,53.7629,26087.3651
