measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.5604,4113.8636,891.6943,2241.5776,5751.6152,27.7375,29.2356,2.0429,1.5435,512.4383,248650.304
microtubule,2,3,1.5227,6386.4463,652.5694,5213.6157,7656.5776,27.8283,32.2772,0.681,1.3619,478.5782,232220.405
microtubule,3,3,1.7838,7271.6197,859.9276,6176.6821,8939.6089,23.7426,35.5458,1.7251,0.454,619.9159,300801.685
microtubule,1,2,2.5604,1349.7859,282.0815,842.0518,2027.8847,27.7375,29.2356,2.0429,1.5435,194.7681,94507.2701
microtubule,2,2,1.5227,3404.8181,354.7541,2879.6459,4611.7636,27.8283,32.2772,0.681,1.3619,267.8255,129956.907
microtubule,3,2,1.7838,3801.8311,568.9994,3086.8195,5145.3808,23.7426,35.5458,1.7251,0.454,338.8141,164402.701
background,1,3,2.5604,548.2228,115.7465,390.3378,872.3397,27.3289,29.0086,2.0429,1.5435,93.582,45408.7741
background,2,3,1.5227,712.7899,219.5787,496.4876,1406.5776,27.4651,31.9594,0.681,1.3619,69.333,33642.4293
background,3,3,1.7838,853.2013,108.1517,693.6959,1128.5776,24.1058,35.7274,1.7251,0.454,90.8125,44064.9495
background,1,2,2.5604,432.0548,64.4809,293.0901,635.2636,27.3289,29.0086,2.0429,1.5435,86.9621,42196.597
background,2,2,1.5227,631.2315,111.2281,488.0594,984.2636,27.4651,31.9594,0.681,1.3619,67.7645,32881.377
background,3,2,1.7838,752.7797,93.6224,557.0181,925.7636,24.1058,35.7274,1.7251,0.454,87.465,42440.6429
