measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,1.7658,1798.8795,446.916,1376.344,3358.344,7.2181,42.7639,1.2257,1.2711,167.7173,81381.4185
microtubule,2,3,1.7016,2890.5922,689.408,2230.5872,5553.344,18.9759,34.4109,1.6797,0.2724,244.8272,118797.433
microtubule,3,3,2.3611,2072.9227,558.2111,1076.0363,3410.344,15.4349,42.7185,0.0454,2.3606,252.1582,122354.673
microtubule,1,2,1.7658,478.0888,212.3565,263.2387,1167.714,7.2181,42.7639,1.2257,1.2711,61.8573,30014.9902
microtubule,2,2,1.7016,10815.6585,829.113,8774.714,11927.9035,18.9759,34.4109,1.6797,0.2724,868.3348,421341.891
microtubule,3,2,2.3611,754.8577,111.0097,527.2525,976.4063,15.4349,42.7185,0.0454,2.3606,112.1914,54438.6153
background,1,3,1.7658,171.8815,96.4184,74.8322,484.344,6.8549,42.4007,1.2257,1.2711,33.5954,16301.4999
background,2,3,1.7016,691.3298,279.535,422.5602,1610.3575,19.1121,34.7286,1.6797,0.2724,72.5954,35225.4592
background,3,3,2.3611,688.8865,248.4298,282.344,1288.844,15.1172,42.5823,0.0454,2.3606,100.9846,49000.7499
background,1,2,1.7658,74.7192,40.5937,-1.7061,177.216,6.8549,42.4007,1.2257,1.2711,28.6054,13880.2061
background,2,2,1.7016,11094.783,946.989,8944.714,12612.173,19.1121,34.7286,1.6797,0.2724,890.194,431948.623
background,3,2,2.3611,479.2223,89.114,329.4448,772.214,15.1172,42.5823,0.0454,2.3606,82.0847,39829.9423
