measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.351,1836.3043,760.8621,955.7238,3330.5403,67.8684,16.8876,2.3152,0.4086,221.9944,107718.298
microtubule,2,3,2.196,1259.2905,456.8815,384.8836,2210.1336,67.7776,22.4715,1.9067,1.0895,146.9715,71314.9375
microtubule,3,3,2.1264,1890.4366,391.0343,1277.3237,2999.774,24.7413,36.7715,2.0429,0.5902,206.4064,100154.542
microtubule,1,2,2.351,2008.6157,572.2508,1201.1398,3319.1813,67.8684,16.8876,2.3152,0.4086,249.5145,121071.891
microtubule,2,2,2.196,1116.1218,292.7545,663.2404,1746.2404,67.7776,22.4715,1.9067,1.0895,140.5565,68202.1875
microtubule,3,2,2.1264,1067.4704,190.3275,716.5686,1484.2092,24.7413,36.7715,2.0429,0.5902,132.8753,64475.0421
background,1,3,2.351,293.259,136.7005,62.4668,509.28,68.2316,17.2508,2.3152,0.4086,53.4528,25936.8942
background,2,3,2.196,78.4308,22.0514,9.8836,119.0711,68.1862,22.7892,1.9067,1.0895,27.7246,13452.8125
background,3,3,2.1264,177.4167,43.2028,105.6336,286.4838,24.2873,36.3629,2.0429,0.5902,36.9507,17929.5887
background,1,2,2.351,893.0119,259.5982,351.2404,1273.4904,68.2316,17.2508,2.3152,0.4086,127.6609,61944.8883
background,2,2,2.196,304.5848,111.6403,179.7404,565.3654,68.1862,22.7892,1.9067,1.0895,58.605,28436.875
background,3,2,2.1264,580.4468,172.8247,331.7232,1007.7115,24.2873,36.3629,2.0429,0.5902,84.6978,41097.906
