measurement,line,channel,Length,Mean,StdDev,Min,Max,BX,BY,Width,Height,IntDen,RawIntDen
microtubule,1,3,2.9965,4878.2946,1045.8524,3066.9988,7287.7259,30.3705,34.0931,2.9962,0.0454,737.2441,357732.817
microtubule,2,3,3.0304,6369.1019,969.602,4867.0056,9145.9988,22.6077,34.3655,2.9962,0.454,957.1692,464447.014
microtubule,3,3,2.1162,6568.863,1708.4397,3804.072,10071.2976,41.9013,30.6429,1.9521,0.8171,695.4097,337433.48
microtubule,1,2,2.9965,441.5548,120.5942,267.006,773.2939,30.3705,34.0931,2.9962,0.0454,91.9338,44609.0303
microtubule,2,2,3.0304,558.6157,129.0261,330.7446,913.7484,22.6077,34.3655,2.9962,0.454,109.7109,53234.974
microtubule,3,2,2.1162,596.1413,98.8931,445.9589,861.6538,41.9013,30.6429,1.9521,0.8171,81.1551,39378.8602
background,1,3,2.9965,833.1225,275.1303,460.8321,1566.1806,30.4159,33.7753,2.9962,0.0454,178.6912,86706.2879
background,2,3,3.0304,1007.7884,239.6183,699.7315,1643.2774,22.6985,33.9569,2.9962,0.454,205.8359,99877.694
background,3,3,2.1162,1141.9047,309.4911,609.338,1888.4988,41.9921,30.1889,1.9521,0.8171,158.563,76939.4818
background,1,2,2.9965,281.0621,41.6183,199.1727,396.4605,30.4159,33.7753,2.9962,0.0454,69.7732,33856.0151
background,2,2,3.0304,297.3662,68.3156,150.9843,442.1175,22.6985,33.9569,2.9962,0.454,73.0994,35470.0118
background,3,2,2.1162,264.4959,39.0434,185.2738,343.6432,41.9921,30.1889,1.9521,0.8171,48.348,23459.8792
